p1,p2,exp
g0495,ctrl,0.65974517073086
g0261,g0760,0.0096418910579414
g0232,ctrl,0.452054278765704
g0083,g0599,1.06651400449874
g0461,ctrl,0.0
g0160,g0495,0.606265014704484
g0276,ctrl,0.0033257840757928
g0147,g0241,0.005340805904463
g0200,g0605,1.35638682833512
g0761,g0157,0.999342638431813
g0013,g0495,0.0
g0101,ctrl,0.691527486114598
g0422,g0013,0.0060941692360753
g0927,g0805,0.0
g0873,ctrl,0.396217257240958
g0157,ctrl,0.0102429895951316
g0083,ctrl,0.0
g0200,ctrl,1.68717868610088
g0564,ctrl,0.0
g0400,ctrl,0.0011998869439995
g0698,g0207,0.778044072711052
g0744,ctrl,0.395291244825164
g0232,ctrl,0.0080410339672296
g0924,g0034,0.0114608104984132
g0707,g0157,0.64741096978219
g0262,ctrl,1.06263976442082
g0534,ctrl,0.0152810412779803
g0638,ctrl,0.65312510559714
g0491,ctrl,0.0
g0261,g0013,0.6754136061398
g0844,g0957,0.0098715419126445
g0965,g0655,0.0
g0974,g0160,0.0
g0852,ctrl,0.574343139804713
g0852,ctrl,0.433653994759948
g0256,ctrl,0.517045183188059
g0787,g0317,0.0058632272425677
g0534,g0612,1.2961480654787
g0022,ctrl,0.0
g0160,g0495,0.0062355362899591
g0013,ctrl,0.0178501469872208
g0534,g0612,1.00640054482633
g0109,ctrl,0.0253987354956043
g0379,ctrl,0.0172511289809267
g0301,g0139,0.0
g0301,g0612,0.472311250104825
g0301,ctrl,0.573674374098851
g0844,ctrl,0.399954792933115
g0301,ctrl,0.711463262642447
g0422,g0139,0.0140188424943738
g0013,ctrl,0.0
g0186,g0228,0.666143276414836
g0422,g0612,0.786099858497824
g0510,ctrl,0.0057878170609425
g0195,ctrl,0.431554913167511
g0927,g0805,0.896913889920441
g0109,g0787,1.22776076590913
g0852,ctrl,1.34810087845682
g0147,ctrl,1.06301396268298
g0698,g0697,0.761032956219502
g0787,g0655,0.002042779024439
g0301,g0751,0.01783227605055
g0200,g0605,0.980493460135445
g0612,ctrl,0.636976716696229
g0317,g0655,0.0184434887302546
g0186,g0868,0.776881592467664
g0698,g0062,0.0
g0844,ctrl,0.518644486032887
g0671,ctrl,0.0073058364945613
g0083,g0633,0.556965009360285
g0787,g0655,0.569183652153213
g0256,ctrl,0.857498111966153
g0698,g0207,0.706472547301498
g0927,g0495,0.962103497529375
g0301,g0139,0.0229304409995871
g0564,ctrl,0.701865905667459
g0200,ctrl,0.0
g0301,g0751,0.0
g0698,g0207,0.825518002644736
g0186,g0868,0.0
g0417,ctrl,0.0
g0965,g0655,0.0
g0534,g0612,0.0
g0285,ctrl,0.602888273677601
g0109,ctrl,0.0140569537068239
g0262,ctrl,1.04569309311972
g0805,g0780,0.520618277179027
g0085,ctrl,0.0
g0232,ctrl,0.0
g0147,ctrl,0.0037184628703661
g0241,ctrl,0.0105735121451452
g0147,g0241,0.0053862134496457
g0698,g0207,4.56259979417732e-05
g0200,ctrl,0.754167385613417
g0083,g0633,0.715643157324241
g0262,ctrl,0.488097711159477
g0698,g0207,0.0
g0681,ctrl,0.0014772689611587
g0256,ctrl,0.534440113128608
g0371,ctrl,0.0
g0784,ctrl,0.570447452633597
g0691,g0631,0.507571644153292
g0787,ctrl,1.45875311481542
g0805,g0013,0.680296891719286
g0034,ctrl,0.514126967932828
g0379,ctrl,0.0
g0285,ctrl,0.0
g0261,g0160,1.05554158305815
g0922,g0061,0.0
g0195,ctrl,0.0138121547219764
g0564,ctrl,0.0
g0520,g0257,0.0038058593718302
g0696,ctrl,0.774365841018151
g0422,ctrl,0.021788314683022
g0927,g0805,0.0
g0022,g0228,0.0061045845569217
g0552,ctrl,0.0034838281270195
g0417,ctrl,0.694470010756075
g0261,ctrl,0.0082789287343048
g0564,ctrl,0.0
g0773,g0379,0.0
g0761,g0707,0.0
g0160,g0241,0.0
g0109,ctrl,1.89934778916083
g0379,ctrl,0.0
g0186,g0216,0.0
g0301,g0744,0.0
g0761,g0157,0.003781549105021
g0884,ctrl,0.537900542416549
g0744,ctrl,0.411109690338663
g0612,ctrl,0.778120828617988
g0261,ctrl,0.0098337573681284
g0638,ctrl,0.0
g0880,ctrl,0.57408849839996
g0681,g0751,0.404445136704926
g0147,g0160,0.0
g0844,g0957,0.0
g0927,g0780,0.571484819084418
g0751,ctrl,0.0
g0957,ctrl,0.0
g0510,ctrl,0.612811409306273
g0276,ctrl,0.898423406629761
g0965,ctrl,0.0
g0761,g0157,1.04183817638338
g0417,ctrl,0.913780846896459
g0835,ctrl,0.376802946636544
g0422,g0139,0.0
g0927,g0852,0.781150912039271
g0696,ctrl,0.0099040433124381
g0345,ctrl,0.849943444943548
g0520,g0257,0.844640827560664
g0200,ctrl,0.0
g0927,ctrl,0.0175136584622464
g0852,g0422,0.556258183206809
g0927,g0805,1.17132311871778
g0345,g0552,0.0053251861484544
g0022,g0228,0.965010662887619
g0186,g0228,0.675315463645822
g0852,g0034,0.0075214883729573
g0136,ctrl,0.989146393484614
g0022,g0228,0.580762877189706
g0013,g0495,0.409170577580186
g0957,ctrl,0.420838817414517
g0037,g0186,0.860236046297725
g0805,g0780,0.0
g0062,ctrl,0.0044019328643673
g0922,g0061,0.0072023199581985
g0671,g0784,0.0077587341776726
