p1,p2,exp
g0495,ctrl,0.0120551397418794
g0261,g0760,0.0114065713594276
g0232,ctrl,0.0263845689165434
g0083,g0599,1.06709754622822
g0461,ctrl,0.455930201944385
g0160,g0495,0.0
g0276,ctrl,0.480009496292612
g0147,g0241,0.0
g0200,g0605,1.36520199228137
g0761,g0157,0.0154399300112633
g0013,g0495,0.0137361311925077
g0101,ctrl,1.09837492156337
g0422,g0013,0.0
g0927,g0805,0.7032167830412
g0873,ctrl,0.0095190212835008
g0157,ctrl,0.0057661580220768
g0083,ctrl,0.0198687050869951
g0200,ctrl,0.903114074784196
g0564,ctrl,0.0001350655152576
g0400,ctrl,0.550552062532168
g0698,g0207,0.0155338260111502
g0744,ctrl,0.384094990621122
g0232,ctrl,0.008870400271906
g0924,g0034,0.0084278095790067
g0707,g0157,0.368466215817015
g0262,ctrl,0.0
g0534,ctrl,0.0051393415308421
g0638,ctrl,0.0
g0491,ctrl,0.0
g0261,g0013,0.0
g0844,g0957,0.0162001277561679
g0965,g0655,0.0
g0974,g0160,0.0
g0852,ctrl,0.0
g0852,ctrl,0.425923682757145
g0256,ctrl,0.0
g0787,g0317,0.0022129055842781
g0534,g0612,0.0
g0022,ctrl,0.0
g0160,g0495,0.0
g0013,ctrl,0.0121347610027841
g0534,g0612,1.00060822247847
g0109,ctrl,0.0047962127980428
g0379,ctrl,1.74057315031394
g0301,g0139,1.04384729180413
g0301,g0612,0.000654853970904
g0301,ctrl,0.564842918837764
g0844,ctrl,0.42232028641358
g0301,ctrl,0.710303719872143
g0422,g0139,0.0130025434198976
g0013,ctrl,0.0027856474081932
g0186,g0228,0.0119630687761405
g0422,g0612,0.0
g0510,ctrl,0.0
g0195,ctrl,0.72163363671539
g0927,g0805,0.0
g0109,g0787,1.21786854609318
g0852,ctrl,0.880984626274055
g0147,ctrl,0.0
g0698,g0697,0.0
g0787,g0655,1.64517574686741
g0301,g0751,0.0016362658124126
g0200,g0605,0.0146057336683025
g0612,ctrl,0.350471488959318
g0317,g0655,0.0
g0186,g0868,0.0116247242420599
g0698,g0062,0.892867743224376
g0844,ctrl,0.0094676281898382
g0671,ctrl,0.563875374735322
g0083,g0633,0.914976418699573
g0787,g0655,0.0173576809837471
g0256,ctrl,0.520576688337618
g0698,g0207,0.714303303601117
g0927,g0495,0.0066435441967857
g0301,g0139,0.0
g0564,ctrl,0.0063977894393344
g0200,ctrl,0.0082184318158884
g0301,g0751,0.0
g0698,g0207,0.520223825690371
g0186,g0868,0.0023749544555908
g0417,ctrl,0.96100773049792
g0965,g0655,0.571914332259207
g0534,g0612,0.0007330557966724
g0285,ctrl,0.80095616568629
g0109,ctrl,0.0165882739103696
g0262,ctrl,0.65028286563954
g0805,g0780,0.0
g0085,ctrl,0.0008707050904535
g0232,ctrl,0.0
g0147,ctrl,0.485856665449556
g0241,ctrl,0.0
g0147,g0241,0.0007344281803429
g0698,g0207,0.0013883606264114
g0200,ctrl,1.81929126413098e-05
g0083,g0633,1.82074219977796
g0262,ctrl,0.0094134819735012
g0698,g0207,0.0
g0681,ctrl,0.0
g0256,ctrl,0.0025849419523783
g0371,ctrl,0.0
g0784,ctrl,0.0
g0691,g0631,0.0184583791269345
g0787,ctrl,0.0099299880999904
g0805,g0013,0.0087249385830813
g0034,ctrl,0.50141080761335
g0379,ctrl,0.705010610401404
g0285,ctrl,0.0102445870327564
g0261,g0160,0.0
g0922,g0061,0.785422299853542
g0195,ctrl,0.0106486931262853
g0564,ctrl,1.00043260470452
g0520,g0257,0.0065448629128473
g0696,ctrl,0.479111802241859
g0422,ctrl,0.0090819598368322
g0927,g0805,0.0
g0022,g0228,0.0
g0552,ctrl,0.0
g0417,ctrl,0.0150263523167314
g0261,ctrl,0.0
g0564,ctrl,1.91912741792034
g0773,g0379,0.785583525387401
g0761,g0707,0.587638062740781
g0160,g0241,0.0
g0109,ctrl,0.0195249510262188
g0379,ctrl,0.645991657569175
g0186,g0216,0.0004587606597077
g0301,g0744,0.0034477053111595
g0761,g0157,0.597541091359803
g0884,ctrl,0.554533261387267
g0744,ctrl,0.723692339773823
g0612,ctrl,0.78855901058489
g0261,ctrl,0.0112330957281156
g0638,ctrl,0.0
g0880,ctrl,0.0057930763493912
g0681,g0751,0.409727900895263
g0147,g0160,0.0
g0844,g0957,1.06203759143763
g0927,g0780,1.38842813712566
g0751,ctrl,2.60281508681305
g0957,ctrl,0.0
g0510,ctrl,0.0122166240489932
g0276,ctrl,0.0
g0965,ctrl,0.0
g0761,g0157,0.0
g0417,ctrl,0.0100154178540142
g0835,ctrl,0.0
g0422,g0139,0.0
g0927,g0852,0.0020270218531836
g0696,ctrl,0.0086217261791669
g0345,ctrl,0.0
g0520,g0257,0.0063505519674056
g0200,ctrl,0.0111241621498255
g0927,ctrl,0.918752870218872
g0852,g0422,1.17751201860195
g0927,g0805,0.756180123492275
g0345,g0552,0.0019053834270731
g0022,g0228,0.0
g0186,g0228,0.0
g0852,g0034,0.0
g0136,ctrl,0.0108253246580879
g0022,g0228,0.0012063219222787
g0013,g0495,0.0019534409953948
g0957,ctrl,0.0
g0037,g0186,0.0164523488240002
