p1,p2,exp
g0495,ctrl,0.0
g0261,g0760,0.0032636735768741
g0232,ctrl,0.782198803369242
g0083,g0599,0.0099507364808815
g0461,ctrl,0.446488987252351
g0160,g0495,0.0
g0276,ctrl,0.807543296831981
g0147,g0241,0.0
g0200,g0605,0.883133339163276
g0761,g0157,0.0
g0013,g0495,0.582096302423331
g0101,ctrl,0.006692711551436
g0422,g0013,0.483381487049354
g0927,g0805,0.0
g0873,ctrl,0.708653991140797
g0157,ctrl,0.0
g0083,ctrl,0.368481992758232
g0200,ctrl,0.0017285167185376
g0564,ctrl,0.0
g0400,ctrl,0.555022401410197
g0698,g0207,0.459101363594754
g0744,ctrl,0.375010093058085
g0232,ctrl,0.0
g0924,g0034,0.778005405484465
g0707,g0157,0.0078042292607108
g0262,ctrl,0.0
g0534,ctrl,0.0
g0638,ctrl,0.0060965296276141
g0491,ctrl,0.579683532804386
g0261,g0013,0.267771933461645
g0844,g0957,0.0
g0965,g0655,0.0109618713513297
g0974,g0160,0.0
g0852,ctrl,0.561232326704145
g0852,ctrl,0.0
g0256,ctrl,0.52394259586889
g0787,g0317,0.0
g0534,g0612,0.0156555410395183
g0022,ctrl,0.0
g0160,g0495,0.0
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.0074825068693122
g0301,g0612,0.474213490639434
g0301,ctrl,0.556576193672003
g0844,ctrl,0.0
g0301,ctrl,0.0
g0422,g0139,0.0036259334672917
g0013,ctrl,0.386719820054848
g0186,g0228,0.0069234866774016
g0422,g0612,0.0014282224068433
g0510,ctrl,0.0143604578654006
g0195,ctrl,0.0011011894829932
g0927,g0805,0.0014474085767066
g0109,g0787,0.0
g0852,ctrl,0.0
g0147,ctrl,0.0025708045250716
g0698,g0697,0.0
g0787,g0655,0.0012778752578197
g0301,g0751,0.0040172295179346
g0200,g0605,0.596352420924533
g0612,ctrl,0.0
g0317,g0655,0.0098331241570101
g0186,g0868,0.0
g0698,g0062,0.0
g0844,ctrl,0.0
g0671,ctrl,0.0
g0083,g0633,0.0087941321112704
g0787,g0655,0.900010831103575
g0256,ctrl,0.0
g0698,g0207,0.442220958580695
g0927,g0495,0.598076793684744
g0301,g0139,0.0
g0564,ctrl,0.002964724528797
g0200,ctrl,0.0061481684240612
g0301,g0751,0.393163058459764
g0698,g0207,0.492584179039392
g0186,g0868,0.0
g0417,ctrl,0.614353256623393
g0965,g0655,1.20881368617792
g0534,g0612,0.0165621731495527
g0285,ctrl,0.0
g0109,ctrl,0.0
g0262,ctrl,0.0
g0805,g0780,0.0139073380776725
g0085,ctrl,0.0
g0232,ctrl,0.425770221431904
g0147,ctrl,6.14300461679581e-05
g0241,ctrl,0.458566518069406
g0147,g0241,0.0
g0698,g0207,0.0
g0200,ctrl,0.0
g0083,g0633,0.0040774956575709
g0262,ctrl,0.0015195262408905
g0698,g0207,0.0
g0681,ctrl,0.0
g0256,ctrl,0.528352826365897
g0371,ctrl,0.0
g0784,ctrl,0.0
g0691,g0631,0.0
g0787,ctrl,0.0
g0805,g0013,0.0
g0034,ctrl,0.0009495897821546
g0379,ctrl,0.0
g0285,ctrl,0.0
g0261,g0160,1.06400751293398
g0922,g0061,0.468037285802008
g0195,ctrl,0.0
g0564,ctrl,0.633461044724793
g0520,g0257,0.807597719065063
g0696,ctrl,0.0
g0422,ctrl,0.0176473657769975
g0927,g0805,0.0
g0022,g0228,0.0098367496153619
g0552,ctrl,0.540457100860614
g0417,ctrl,0.0128843727747517
g0261,ctrl,0.0
g0564,ctrl,0.0174759336211557
g0773,g0379,0.0
g0761,g0707,0.0029957147042745
g0160,g0241,0.0
g0109,ctrl,0.0198385892573165
g0379,ctrl,0.002097979135351
g0186,g0216,0.0
g0301,g0744,0.0
g0761,g0157,0.0148174214514392
g0884,ctrl,0.0074673517896505
g0744,ctrl,0.424074254529901
g0612,ctrl,0.0
g0261,ctrl,0.0
g0638,ctrl,0.0
g0880,ctrl,0.575595703161721
g0681,g0751,0.0110215311382706
g0147,g0160,0.0
g0844,g0957,0.0
g0927,g0780,0.0093341477413408
g0751,ctrl,0.034988158876716
g0957,ctrl,0.918564245998851
g0510,ctrl,0.609781069521359
g0276,ctrl,0.560865556300242
g0965,ctrl,0.0
g0761,g0157,0.654298604160766
g0417,ctrl,0.0070113978741656
g0835,ctrl,0.642432415143512
g0422,g0139,0.0150624616559436
g0927,g0852,0.804480629039216
g0696,ctrl,0.0101746728548993
g0345,ctrl,0.358319539602152
g0520,g0257,0.370055713764176
g0200,ctrl,0.0076629790066638
g0927,ctrl,0.0
g0852,g0422,0.0
g0927,g0805,0.746704024520722
g0345,g0552,0.0
g0022,g0228,0.0016226883263262
g0186,g0228,0.693747599088355
g0852,g0034,0.629738102066668
