p1,p2,exp
g0495,ctrl,3.58170531480235
g0261,g0760,3.09155838145397
g0232,ctrl,3.50350988259877
g0083,g0599,3.80111064261213
g0461,ctrl,3.70342292563087
g0160,g0495,3.77584918601048
g0276,ctrl,3.94841432099748
g0147,g0241,3.47188687220059
g0200,g0605,3.34021939548404
g0761,g0157,4.06632045612675
g0013,g0495,3.76316361454759
g0101,ctrl,4.11319021891209
g0422,g0013,3.96801513558133
g0927,g0805,3.38873550759126
g0873,ctrl,3.99230851702266
g0157,ctrl,3.98598730959113
g0083,ctrl,3.74890136506815
g0200,ctrl,3.84347923331367
g0564,ctrl,3.64990749089238
g0400,ctrl,3.92798292470821
g0698,g0207,3.80515055937265
g0744,ctrl,3.91313034919102
g0232,ctrl,3.79860344908043
g0924,g0034,3.27466841126368
g0707,g0157,3.80417392479064
g0262,ctrl,4.13289313788688
g0534,ctrl,3.93102871666167
g0638,ctrl,3.93226123845399
g0491,ctrl,3.75881112650357
g0261,g0013,3.92869093318939
g0844,g0957,3.86716239265042
g0965,g0655,3.6547870443019
g0974,g0160,3.82972217362963
g0852,ctrl,3.75335843010083
g0852,ctrl,3.18238934441597
g0256,ctrl,3.9745918051063
g0787,g0317,3.98330965108672
g0534,g0612,3.80731127597414
g0022,ctrl,3.90054371171732
g0160,g0495,4.18203879507431
g0013,ctrl,3.79230024797166
g0534,g0612,3.87247519387902
g0109,ctrl,4.13597397208923
g0379,ctrl,3.41623090681322
g0301,g0139,3.65992507317322
g0301,g0612,4.19138226045685
g0301,ctrl,3.77983831667996
g0844,ctrl,3.79291297321297
g0301,ctrl,3.66522487507531
g0422,g0139,3.811829415017
g0013,ctrl,3.74967266058031
g0186,g0228,3.86660436017262
g0422,g0612,3.9084983508319
g0510,ctrl,3.9306956115685
g0195,ctrl,3.81645277758946
g0927,g0805,4.06501609392808
g0109,g0787,3.79275909892683
g0852,ctrl,3.89713041768426
g0147,ctrl,3.43583602764456
g0698,g0697,3.77144348138654
g0787,g0655,4.1423649543246
g0301,g0751,3.97812592952306
g0200,g0605,3.78300217564469
g0612,ctrl,3.69046066620808
g0317,g0655,3.97845590668733
g0186,g0868,3.81379889640056
g0698,g0062,3.41537968317562
g0844,ctrl,3.96658275592469
g0671,ctrl,3.6188911974159
g0083,g0633,3.54255668882156
g0787,g0655,3.79754762525997
g0256,ctrl,3.72850169856699
g0698,g0207,3.63869730033554
g0927,g0495,3.40885498210161
g0301,g0139,3.85359407410989
g0564,ctrl,3.55279728543895
g0200,ctrl,3.56530406931151
g0301,g0751,3.91090374099083
g0698,g0207,3.82125048346111
g0186,g0868,3.96414347805252
g0417,ctrl,3.17050592234087
g0965,g0655,3.65057990176183
g0534,g0612,3.93662523702691
g0285,ctrl,3.8003915898215
g0109,ctrl,3.72293996839778
g0262,ctrl,3.70647444236731
g0805,g0780,3.67230903838481
g0085,ctrl,3.66989829068846
g0232,ctrl,3.77809343327546
g0147,ctrl,3.37491693517843
g0241,ctrl,3.88235321588068
g0147,g0241,3.28420542181837
g0698,g0207,3.85036140678735
g0200,ctrl,3.64536946368193
g0083,g0633,3.12142712829417
g0262,ctrl,3.82791055689202
g0698,g0207,3.74034868445439
g0681,ctrl,4.04825838933436
g0256,ctrl,3.98372665618265
g0371,ctrl,3.91298474776733
g0784,ctrl,3.90085997658715
g0691,g0631,3.9354243060395
g0787,ctrl,3.75761144270583
g0805,g0013,3.6674964835567
g0034,ctrl,3.60104181804867
g0379,ctrl,3.41688764667928
g0285,ctrl,3.6805231618035
g0261,g0160,3.16605028701944
g0922,g0061,3.69035832424995
g0195,ctrl,3.89618356807679
g0564,ctrl,3.89371354173174
g0520,g0257,3.97073986561866
g0696,ctrl,3.63575648919987
g0422,ctrl,3.69853206524148
g0927,g0805,3.72315224671783
g0022,g0228,4.02086330764553
g0552,ctrl,4.05676795328192
g0417,ctrl,3.75370509330493
g0261,ctrl,3.89789399647556
g0564,ctrl,3.81028133436535
g0773,g0379,3.53850443812786
g0761,g0707,3.86666928905971
g0160,g0241,4.0151335180548
g0109,ctrl,3.79445575068467
g0379,ctrl,3.74552342166934
g0186,g0216,3.89022815670386
g0301,g0744,3.66535853143468
g0761,g0157,3.94709422445312
g0884,ctrl,3.86291196157491
g0744,ctrl,3.80092768881186
g0612,ctrl,3.68756630676893
g0261,ctrl,3.91431281377334
g0638,ctrl,3.69144520958896
g0880,ctrl,3.54788621601254
g0681,g0751,3.75344951462043
g0147,g0160,3.20162242919035
g0844,g0957,3.71967698979208
g0927,g0780,3.79007764224671
g0751,ctrl,3.62480850776213
g0957,ctrl,3.87315812198718
g0510,ctrl,3.80143949378385
g0276,ctrl,3.87706401586775
g0965,ctrl,3.96919774692501
g0761,g0157,3.92067139407594
g0417,ctrl,3.88799906166436
g0835,ctrl,3.50729760728408
g0422,g0139,3.73581298027811
g0927,g0852,3.97537999578028
g0696,ctrl,3.70884335831016
g0345,ctrl,3.83037276795479
g0520,g0257,3.98834764670633
g0200,ctrl,4.00494786171212
g0927,ctrl,3.7226184681234
g0852,g0422,4.1563910588224
g0927,g0805,3.67354366343707
g0345,g0552,4.02730403463056
g0022,g0228,4.13131798307458
g0186,g0228,3.84012393683013
g0852,g0034,4.12549286817289
g0136,ctrl,3.69038930352684
g0022,g0228,3.80900141416672
g0013,g0495,3.92260919466481
g0957,ctrl,3.63242486589795
g0037,g0186,3.72169851114109
g0805,g0780,3.73353084145656
g0062,ctrl,3.99816097572489
g0922,g0061,3.51251034170796
g0671,g0784,3.7909707957829
g0200,g0605,3.37606360031262
g0520,ctrl,3.72261192844458
g0520,g0257,3.75248587766588
g0698,ctrl,3.72853717322445
g0691,g0631,3.60699067111386
g0691,ctrl,3.89243151025823
g0852,ctrl,3.7095436065836
g0698,g0207,3.98013913684206
