p1,p2,exp
g0495,ctrl,4.40039047418268
g0261,g0760,4.2139590333666
g0232,ctrl,4.31419237385134
g0083,g0599,3.94532549883891
g0461,ctrl,4.41427611931053
g0160,g0495,4.4202000751987
g0276,ctrl,4.15574255496877
g0147,g0241,4.27300198680224
g0200,g0605,4.31328398810603
g0761,g0157,4.22248060777273
g0013,g0495,4.10727017774108
g0101,ctrl,4.06570095907526
g0422,g0013,4.21524686947864
g0927,g0805,4.12146816054226
g0873,ctrl,4.23630715261466
g0157,ctrl,4.28420293482194
g0083,ctrl,3.99829188157215
g0200,ctrl,4.34176330653308
g0564,ctrl,3.64664029621769
g0400,ctrl,4.20620982793217
g0698,g0207,4.3301286334409
g0744,ctrl,4.17466750996023
g0232,ctrl,4.53265586692156
g0924,g0034,4.23453697669601
g0707,g0157,4.45756179846119
g0262,ctrl,4.46972999631887
g0534,ctrl,4.33842893669721
g0638,ctrl,4.21063676502357
g0491,ctrl,4.31158781990017
g0261,g0013,4.2961555363468
g0844,g0957,4.59292693027748
g0965,g0655,4.26869746579238
g0974,g0160,3.97021355893725
g0852,ctrl,3.88476530450229
g0852,ctrl,4.40372130553886
g0256,ctrl,4.11996258866951
g0787,g0317,4.47553841162859
g0534,g0612,4.21713970958226
g0022,ctrl,4.09212838084796
g0160,g0495,4.2998338904351
g0013,ctrl,4.28430981415892
g0534,g0612,4.58551228133115
g0109,ctrl,4.01887121826274
g0379,ctrl,3.90837443383622
g0301,g0139,4.0619320561013
g0301,g0612,4.33759776697871
g0301,ctrl,4.23027315224892
g0844,ctrl,4.43624766570584
g0301,ctrl,4.18972094582763
g0422,g0139,4.50441060907259
g0013,ctrl,4.25206203731924
g0186,g0228,4.12384127015402
g0422,g0612,4.35761059196544
g0510,ctrl,4.59747296974358
g0195,ctrl,4.28134294201033
g0927,g0805,4.37884719228748
g0109,g0787,4.3351888850133
g0852,ctrl,4.67019441519222
g0147,ctrl,3.56950843859699
g0698,g0697,4.21196339138204
g0787,g0655,4.50483750493716
g0301,g0751,4.03940078672372
g0200,g0605,4.40051086519192
g0612,ctrl,3.93044485188024
g0317,g0655,4.46544919706046
g0186,g0868,4.33186921446131
g0698,g0062,4.51422167735007
g0844,ctrl,4.41503704358392
g0671,ctrl,4.19899181478608
g0083,g0633,4.07822642975592
g0787,g0655,4.16566007936235
g0256,ctrl,4.27964241495573
g0698,g0207,4.37547327052249
g0927,g0495,4.32566082763433
g0301,g0139,4.76809146942794
g0564,ctrl,3.76505622191105
g0200,ctrl,3.96706655186825
g0301,g0751,4.3653055230788
g0698,g0207,4.32067976851858
g0186,g0868,4.24714362409811
g0417,ctrl,4.26409233603952
g0965,g0655,4.31660953675795
g0534,g0612,4.47289512208531
g0285,ctrl,3.94923942273238
g0109,ctrl,4.32487081161208
g0262,ctrl,4.18926152646458
g0805,g0780,4.37132804580952
g0085,ctrl,4.1569038871617
g0232,ctrl,4.24832814884295
g0147,ctrl,4.2788124982979
g0241,ctrl,4.31749472313224
g0147,g0241,3.58756966314576
g0698,g0207,4.00698311307928
g0200,ctrl,4.06769368415117
g0083,g0633,3.56111066029534
g0262,ctrl,4.26752292165628
g0698,g0207,4.16115881697284
g0681,ctrl,4.45515283670317
g0256,ctrl,4.43426409436478
g0371,ctrl,4.29913112790577
g0784,ctrl,4.11346804988771
g0691,g0631,4.06359934688841
g0787,ctrl,3.29559322360518
g0805,g0013,4.38775812554369
g0034,ctrl,4.42797299808
g0379,ctrl,4.3038412106602
g0285,ctrl,4.24558024130434
g0261,g0160,4.191596742183
g0922,g0061,3.93007373054191
g0195,ctrl,4.38632235361188
g0564,ctrl,4.21685633840712
g0520,g0257,4.21885061724391
g0696,ctrl,4.33294832809828
g0422,ctrl,4.27142176142236
g0927,g0805,4.19397958050938
g0022,g0228,4.30312190952868
g0552,ctrl,4.27081427321542
