p1,p2,exp
g0495,ctrl,2.99022507878371
g0261,g0760,2.90131650127539
g0232,ctrl,3.18730380535834
g0083,g0599,3.10922960889196
g0461,ctrl,2.68503542110023
g0160,g0495,2.87626102941531
g0276,ctrl,2.12186953246797
g0147,g0241,3.58828395709881
g0200,g0605,3.12463988859961
g0761,g0157,2.6445617522517
g0013,g0495,2.93452836012895
g0101,ctrl,3.11785076862351
g0422,g0013,2.77201522579589
g0927,g0805,3.1382801596581
g0873,ctrl,2.71294922012457
g0157,ctrl,3.03136509268337
g0083,ctrl,2.95047275406413
g0200,ctrl,2.84679705559033
g0564,ctrl,2.60418044764419
g0400,ctrl,2.91385625685718
g0698,g0207,3.29112833645581
g0744,ctrl,2.98078182300648
g0232,ctrl,1.99558005411969
g0924,g0034,2.61633163227574
g0707,g0157,3.26957269513242
g0262,ctrl,1.89892534667803
g0534,ctrl,2.75707178344187
g0638,ctrl,2.78660766722829
g0491,ctrl,2.59938232827224
g0261,g0013,2.62234481081174
g0844,g0957,1.99853832942836
g0965,g0655,3.15031419895228
g0974,g0160,2.97449076491678
g0852,ctrl,2.30325358083807
g0852,ctrl,3.27598915841523
g0256,ctrl,3.18704901142882
g0787,g0317,3.02499370399304
g0534,g0612,2.37373328817424
g0022,ctrl,2.83593139077059
g0160,g0495,2.48836320444192
g0013,ctrl,2.52284638266677
g0534,g0612,2.79448045008463
g0109,ctrl,2.05136397945004
g0379,ctrl,2.97178145576471
g0301,g0139,3.04530284217313
g0301,g0612,2.67385857858134
g0301,ctrl,2.77272414585193
g0844,ctrl,2.95332764392458
g0301,ctrl,3.15264444270093
g0422,g0139,2.94139740174086
g0013,ctrl,3.09407495890255
g0186,g0228,3.241420566402
g0422,g0612,2.59605094974699
g0510,ctrl,3.02100202924318
g0195,ctrl,3.20705315602849
g0927,g0805,3.17963160884328
g0109,g0787,2.7887822840587
g0852,ctrl,2.53570843581269
g0147,ctrl,3.29948039649926
g0698,g0697,2.30847454352115
g0787,g0655,3.32632856878022
g0301,g0751,2.77930440255721
g0200,g0605,2.80841499865573
g0612,ctrl,2.67436552409942
g0317,g0655,2.77739551473526
g0186,g0868,2.91064725068941
g0698,g0062,2.23921583173827
g0844,ctrl,2.42296332916301
g0671,ctrl,2.60226990019929
g0083,g0633,2.96670697040156
g0787,g0655,2.82688408958444
g0256,ctrl,2.91435304715436
g0698,g0207,2.92282787258404
g0927,g0495,1.62656475675215
g0301,g0139,2.81836166127555
g0564,ctrl,2.11959167442305
g0200,ctrl,3.30808367831667
g0301,g0751,2.89921310142016
g0698,g0207,3.0608082564475
g0186,g0868,2.8052459894132
g0417,ctrl,2.87554982745355
g0965,g0655,2.84930330385077
g0534,g0612,2.9167442153479
g0285,ctrl,3.1802569426417
g0109,ctrl,2.62973005274395
g0262,ctrl,3.0074829333895
g0805,g0780,2.64295412875734
g0085,ctrl,2.74947659497231
g0232,ctrl,2.91455859028423
g0147,ctrl,2.96203777127115
g0241,ctrl,3.22283089225561
