p1,p2,exp
g0495,ctrl,0.0
g0261,g0760,1.0743757392352
g0232,ctrl,0.0
g0083,g0599,0.0
g0461,ctrl,0.0
g0160,g0495,0.0023963034689047
g0276,ctrl,0.484607884348622
g0147,g0241,0.0018196792585994
g0200,g0605,0.0111832705045827
g0761,g0157,0.0
g0013,g0495,0.0
g0101,ctrl,0.0036937713841037
g0422,g0013,0.489351548803492
g0927,g0805,0.0
g0873,ctrl,0.71476193899344
g0157,ctrl,0.0040259399061706
g0083,ctrl,0.355365074461233
g0200,ctrl,0.0
g0564,ctrl,0.0
g0400,ctrl,0.544927438115948
g0698,g0207,0.0
g0744,ctrl,0.400677651192292
g0232,ctrl,0.0107657591857255
g0924,g0034,0.0087482057337578
g0707,g0157,0.375294869024226
g0262,ctrl,0.0036855902574116
g0534,ctrl,1.26061321994582
g0638,ctrl,0.0210440054932274
g0491,ctrl,0.010047088536363
g0261,g0013,0.0162001057607307
g0844,g0957,0.821398223397595
g0965,g0655,0.0
g0974,g0160,0.0
g0852,ctrl,0.554753176902089
g0852,ctrl,0.0
g0256,ctrl,0.0
g0787,g0317,0.0
g0534,g0612,1.29710577564367
g0022,ctrl,0.0
g0160,g0495,0.0072673613146989
g0013,ctrl,0.0064891565609476
g0534,g0612,0.0149379159751413
g0109,ctrl,0.0036215412301783
g0379,ctrl,0.0
g0301,g0139,0.0
g0301,g0612,0.0
g0301,ctrl,0.0
g0844,ctrl,0.727618976266383
g0301,ctrl,0.0
g0422,g0139,0.0016525120985743
g0013,ctrl,0.0107697627327124
g0186,g0228,0.371588673520193
g0422,g0612,0.0
g0510,ctrl,0.0
g0195,ctrl,0.416355138450951
g0927,g0805,0.0
g0109,g0787,0.0081607044718808
g0852,ctrl,0.0
g0147,ctrl,0.0
g0698,g0697,0.0
g0787,g0655,0.853646848783877
g0301,g0751,0.552087726080492
g0200,g0605,0.0
g0612,ctrl,0.0240305637662624
g0317,g0655,0.0087172048993257
g0186,g0868,0.0
g0698,g0062,0.0141167611393289
g0844,ctrl,0.517702423115524
g0671,ctrl,0.0087393368787537
g0083,g0633,0.576450925914557
g0787,g0655,0.0
g0256,ctrl,0.0
g0698,g0207,0.699329731378662
g0927,g0495,0.0
g0301,g0139,0.0
g0564,ctrl,0.0
g0200,ctrl,0.0
g0301,g0751,0.0
g0698,g0207,0.498732547648451
g0186,g0868,0.0
