p1,p2,exp
g0495,ctrl,1.8924219879246
g0261,g0760,0.007712704401725
g0232,ctrl,0.776794158976536
g0083,g0599,0.0152951130259713
g0461,ctrl,0.765162110910696
g0160,g0495,0.600346077224753
g0276,ctrl,0.804591337888193
g0147,g0241,0.0
g0200,g0605,0.0015836295061697
g0761,g0157,1.45454488862689
g0013,g0495,1.23275642483112
g0101,ctrl,1.60059739978374
g0422,g0013,1.92328875663074
g0927,g0805,1.39457732605368
g0873,ctrl,1.25137284685613
g0157,ctrl,1.71487831418906
g0083,ctrl,1.16035741487763
g0200,ctrl,0.0
g0564,ctrl,0.0145069277724028
g0400,ctrl,1.17627260126982
g0698,g0207,1.19491310773524
g0744,ctrl,0.67390540259467
g0232,ctrl,1.41921002676895
g0924,g0034,0.0
g0707,g0157,1.20338986354918
g0262,ctrl,1.05113146130892
g0534,ctrl,1.93179571886868
g0638,ctrl,1.34680458840602
g0491,ctrl,1.19786225609329
g0261,g0013,1.26529279550422
g0844,g0957,1.8259076439344
g0965,g0655,1.36982966981429
g0974,g0160,1.60013098826179
g0852,ctrl,1.56245542069589
g0852,ctrl,0.962156213647962
g0256,ctrl,0.52453973935728
g0787,g0317,1.39647913837488
g0534,g0612,0.0013529855707523
g0022,ctrl,1.35488242299163
g0160,g0495,0.558575716621673
g0013,ctrl,1.31158866838437
g0534,g0612,1.49254640997627
g0109,ctrl,2.06526630798307
g0379,ctrl,0.93060557865389
g0301,g0139,1.52014310864486
g0301,g0612,0.471355560063842
g0301,ctrl,1.85272427243571
g0844,ctrl,2.0276950883551
g0301,ctrl,1.39786135592766
g0422,g0139,1.73468444638766
g0013,ctrl,1.05227968567698
g0186,g0228,1.72797451028147
g0422,g0612,1.2212007808203
g0510,ctrl,1.59988567648027
g0195,ctrl,1.42158961521819
g0927,g0805,1.50950015683744
g0109,g0787,1.21676489364447
g0852,ctrl,0.890198581158196
g0147,ctrl,1.06609977804852
g0698,g0697,1.80840122648211
g0787,g0655,1.3450189386571
g0301,g0751,0.911101681196367
g0200,g0605,1.249800650063
g0612,ctrl,1.38842132516043
g0317,g0655,2.30702783204359
g0186,g0868,1.22917540743224
g0698,g0062,1.32510312910113
g0844,ctrl,1.61141738902523
g0671,ctrl,1.18791639968515
g0083,g0633,1.1890185609004
g0787,g0655,1.93215314449493
g0256,ctrl,1.61539739604722
g0698,g0207,1.42688522479918
g0927,g0495,1.76019734084396
g0301,g0139,0.0006954528093742
g0564,ctrl,2.10177055355694
g0200,ctrl,1.30933866822107
g0301,g0751,1.78378138852764
g0698,g0207,1.83623204986557
g0186,g0868,0.806705374995708
g0417,ctrl,1.46501832903712
g0965,g0655,1.98655852301009
g0534,g0612,1.31474410871104
g0285,ctrl,1.37604656191629
g0109,ctrl,0.724996128235701
g0262,ctrl,1.54136043721447
g0805,g0780,1.43490712573261
g0085,ctrl,1.96767045140675
g0232,ctrl,0.432900021604081
g0147,ctrl,1.03452116830495
g0241,ctrl,1.50715016947635
g0147,g0241,0.0009141112482625
g0698,g0207,1.54693396850615
g0200,ctrl,1.17637688799772
g0083,g0633,0.721273731784125
g0262,ctrl,1.6360130665106
g0698,g0207,0.757833582153206
g0681,ctrl,0.519719173395418
g0256,ctrl,1.10535180294589
g0371,ctrl,1.49563952783643
g0784,ctrl,1.2350188915123
g0691,g0631,1.68490561847448
g0787,ctrl,0.0
g0805,g0013,1.0594218735618
g0034,ctrl,1.28456314792927
g0379,ctrl,1.95707599562296
g0285,ctrl,1.14785852717759
g0261,g0160,1.04364207074141
g0922,g0061,0.451736671156858
g0195,ctrl,0.0
g0564,ctrl,1.00648175039892
g0520,g0257,1.25594333558703
g0696,ctrl,1.21928399552137
g0422,ctrl,1.38221166902347
g0927,g0805,1.76132240988882
g0022,g0228,1.35851497057971
g0552,ctrl,0.886875335839457
g0417,ctrl,1.60137240716056
g0261,ctrl,0.0025981119636195
g0564,ctrl,1.75975929555708
g0773,g0379,1.21876021373203
g0761,g0707,0.597854751863731
g0160,g0241,1.2246201517072
g0109,ctrl,0.0
g0379,ctrl,1.02978135471623
g0186,g0216,0.986628689760745
g0301,g0744,1.52374567582616
g0761,g0157,1.89536920555358
g0884,ctrl,1.16113738604084
g0744,ctrl,1.65776966567876
g0612,ctrl,2.09746245848315
g0261,ctrl,0.0222196182247332
g0638,ctrl,2.12689675148757
g0880,ctrl,1.97673677144032
g0681,g0751,1.37140192709443
g0147,g0160,1.0960770145553
g0844,g0957,1.03393645817318
g0927,g0780,1.55711072161141
g0751,ctrl,0.0130934925582825
g0957,ctrl,1.25960313673234
g0510,ctrl,1.95191761458942
g0276,ctrl,1.17172991967631
g0965,ctrl,0.0
g0761,g0157,1.53267358571112
g0417,ctrl,1.85750919645672
g0835,ctrl,1.04590649726644
g0422,g0139,0.419532219573723
g0927,g0852,0.800590097327371
g0696,ctrl,1.89655283729904
g0345,ctrl,1.51775572605193
g0520,g0257,1.77536375249003
g0200,ctrl,0.902691369360991
g0927,ctrl,1.56295471862598
g0852,g0422,0.549123647400487
g0927,g0805,1.88934678526182
g0345,g0552,1.40666094678423
g0022,g0228,0.957121321072441
g0186,g0228,1.62467108092917
g0852,g0034,1.2832458786209
g0136,ctrl,0.980471514188326
g0022,g0228,0.004038941128678
g0013,g0495,1.49224852418322
g0957,ctrl,0.697453217134682
g0037,g0186,1.43201489663623
g0805,g0780,0.863842085576527
g0062,ctrl,1.1891988620045
g0922,g0061,0.97660293206852
g0671,g0784,0.99154577490852
g0200,g0605,0.0002444764196423
g0520,ctrl,1.12802015985984
g0520,g0257,1.56701172952675
g0698,ctrl,1.46578039098234
g0691,g0631,1.05116394893272
g0691,ctrl,1.35766154212079
g0852,ctrl,2.00397333303487
g0698,g0207,1.43546787253121
g0927,g0780,1.366205141048
g0974,g0160,0.0132328676122167
g0773,g0379,0.758260279803191
g0974,g0160,1.38021977702667
g0631,ctrl,1.68067830580187
g0304,ctrl,0.657602174409679
g0974,g0160,0.501360329223471
g0301,g0612,0.698822998814958
g0422,g0139,1.40538080568003
g0085,ctrl,1.78214498197981
g0852,ctrl,0.935167401210407
g0787,ctrl,1.26187225543361
g0698,g0697,1.294439570032
g0843,ctrl,1.47058928126974
g0261,ctrl,1.01724382655989
g0040,ctrl,1.77168771854423
g0843,ctrl,1.41014374830021
g0844,g0957,1.43462620525715
g0037,ctrl,1.13844024382581
g0085,ctrl,1.20637646930183
g0136,ctrl,1.14855666462096
g0228,g0827,1.37926005087927
g0013,g0139,0.0100396441802074
g0228,g0827,1.39355083214037
g0422,g0301,1.78280660403178
g0261,g0760,0.971712195440806
g0827,ctrl,1.46713726476398
g0805,ctrl,1.55587838469334
g0773,g0261,1.28005681764769
g0262,ctrl,0.979567784941199
g0534,ctrl,1.38678030444133
g0520,g0257,1.03938289053158
g0835,ctrl,1.53158379310675
g0422,g0013,1.16666147565039
g0927,g0827,1.12352613509519
g0805,ctrl,1.50317596450631
g0147,g0160,1.16715390176897
g0136,ctrl,1.52465735533363
g0084,ctrl,1.61941643779268
g0422,g0301,1.40450854044587
g0062,ctrl,0.664481484065823
g0040,ctrl,1.09417259100903
g0229,ctrl,1.01148057188439
g0186,ctrl,1.60068470796956
g0868,ctrl,2.14641812812856
g0404,ctrl,1.51215006901758
g0989,ctrl,1.59910082080313
g0422,g0301,0.0004030064723118
g0422,g0612,2.00398247159846
g0317,ctrl,1.48819608980928
g0787,g0317,1.42478120905349
g0216,ctrl,1.04589351164945
g0805,g0013,0.571041741446232
g0040,ctrl,0.938510060283969
g0671,ctrl,1.87158188505668
g0079,ctrl,1.10526363550909
g0681,ctrl,1.55485573891421
g0852,ctrl,1.73803732845592
g0261,g0760,1.2665505504807
g0633,ctrl,0.638423028170192
g0552,ctrl,0.746373942412266
g0422,g0013,1.21107719121575
g0257,ctrl,0.0
g0784,ctrl,1.39450637928015
g0022,g0228,1.33619473220219
g0087,ctrl,0.892223604576878
g0084,ctrl,0.978458612580822
g0880,g0744,1.8298081268124
g0698,g0062,0.547333118489955
g0780,ctrl,1.51577054999375
g0147,ctrl,1.61513993955091
g0599,ctrl,1.00897114585627
g0631,ctrl,1.28647308688402
g0022,ctrl,1.91593122646181
g0461,ctrl,1.05485760532113
g0927,g0495,1.55260703996956
g0061,ctrl,2.06280237941139
g0109,g0787,1.95102819411646
g0631,ctrl,1.42825696405414
g0062,ctrl,0.0
g0979,ctrl,1.40172735595512
g0780,ctrl,1.44169469990159
g0927,g0852,1.18690761682267
g0605,ctrl,0.0085917566345617
g0697,ctrl,1.79857950633624
g0681,g0751,2.07688805632536
g0301,g0139,1.6204165457859
g0787,g0655,0.730740114619711
g0087,ctrl,0.798306146585199
g0109,ctrl,1.02441160023479
g0787,g0317,1.31697278427469
g0691,g0631,0.912710071243732
g0458,ctrl,1.04330780352199
g0345,g0552,1.16783281526942
g0924,g0034,0.0
g0698,g0062,1.338887307167
g0805,g0062,0.67207374668266
g0924,ctrl,1.15661313719012
g0422,g0612,1.21235471755994
g0195,ctrl,0.0004124868001583
g0422,ctrl,1.04569413299716
g0022,g0228,1.41259286004291
g0707,g0157,1.23084644677746
g0510,ctrl,1.51098511146395
g0843,ctrl,1.22162202356837
g0691,g0631,1.01334450350271
g0147,ctrl,2.04808791002355
g0844,ctrl,2.06738284234996
g0534,ctrl,1.37355628267467
g0109,ctrl,1.49882275369298
g0681,ctrl,1.28348408623671
g0534,ctrl,0.730133831968278
g0200,g0605,1.08678275614157
g0304,ctrl,1.49787540104881
g0379,ctrl,0.0094469199854786
g0371,ctrl,1.60793015286229
g0022,g0228,0.584646290109752
g0843,ctrl,0.992772338464883
g0495,ctrl,1.1097636971264
g0805,g0013,1.36396891503296
g0698,g0062,1.3565092819236
g0698,ctrl,1.31825916411303
g0160,g0495,1.0435431763263
g0631,ctrl,1.75668460275611
g0095,ctrl,1.13720674341403
g0691,g0631,1.753803406211
g0974,ctrl,0.0
g0216,ctrl,1.49944492295271
g0787,g0965,1.57230205740591
g0974,ctrl,1.43682001962376
g0076,ctrl,1.4223125628191
g0761,g0157,0.0118580799245918
g0868,ctrl,0.8768497495747
g0681,g0751,1.19860561458603
g0186,ctrl,1.24421554403016
g0761,g0157,1.58721856312101
g0761,g0157,0.561058188969783
g0638,ctrl,1.21373981360815
g0207,ctrl,1.91209493510258
