p1,p2,exp
g0495,ctrl,0.671429258711171
g0261,g0760,1.06274406922747
g0232,ctrl,0.0
g0083,g0599,0.0130540308694424
g0461,ctrl,1.19016438238595
g0160,g0495,0.604255227121814
g0276,ctrl,1.05829073354607
g0147,g0241,0.030181572444627
g0200,g0605,0.888955473316414
g0761,g0157,0.000679664347082
g0013,g0495,1.43777157799145
g0101,ctrl,1.08470279895527
g0422,g0013,0.0
g0927,g0805,0.000525966952493
g0873,ctrl,0.0
g0157,ctrl,0.0
g0083,ctrl,1.15221009874531
g0200,ctrl,0.0143928435098115
g0564,ctrl,0.0
g0400,ctrl,0.0204215333510567
g0698,g0207,0.77122585703295
g0744,ctrl,0.0
g0232,ctrl,0.604117253502444
g0924,g0034,0.0
g0707,g0157,0.0
g0262,ctrl,0.0
g0534,ctrl,0.603064889585352
g0638,ctrl,1.06525875452625
g0491,ctrl,0.579756117089032
g0261,g0013,0.0081201334492582
g0844,g0957,0.0
g0965,g0655,1.03515298521814
g0974,g0160,0.623229624093348
g0852,ctrl,0.0037404303317491
g0852,ctrl,0.418465613536502
g0256,ctrl,0.514736487038324
g0787,g0317,1.03050136009409
g0534,g0612,0.0
g0022,ctrl,0.0231643200390354
g0160,g0495,0.575369022528869
g0013,ctrl,1.12643566905792
g0534,g0612,0.997501841703271
g0109,ctrl,0.0
g0379,ctrl,0.007761412812009
g0301,g0139,0.0
g0301,g0612,1.02217452211825
g0301,ctrl,0.0057494134910729
g0844,ctrl,1.12316582922961
g0301,ctrl,0.705201809738053
g0422,g0139,0.596163992641598
g0013,ctrl,0.411798457479903
g0186,g0228,0.645674107806707
g0422,g0612,0.772939651322492
g0510,ctrl,0.0
g0195,ctrl,0.424359570053572
g0927,g0805,0.532248238041985
g0109,g0787,0.584029796799042
g0852,ctrl,0.888710116213843
g0147,ctrl,0.479216473114877
g0698,g0697,0.755564625042451
g0787,g0655,3.43863881462465e-05
g0301,g0751,0.560317793454821
g0200,g0605,0.0225885550849663
g0612,ctrl,1.01503994383848
