p1,p2,exp
g0495,ctrl,0.670446484436434
g0261,g0760,0.0039402725140223
g0232,ctrl,0.469521092364883
g0083,g0599,1.07600340944651
g0461,ctrl,0.998704804638078
g0160,g0495,1.25476986055269
g0276,ctrl,0.476584808717377
g0147,g0241,0.0
g0200,g0605,1.92054368000032
g0761,g0157,1.62610593447635
g0013,g0495,0.966408992645854
g0101,ctrl,1.0916527499168
g0422,g0013,1.2941941875002
g0927,g0805,1.11716039518022
g0873,ctrl,0.695224428200685
g0157,ctrl,0.0
g0083,ctrl,1.16210945959009
g0200,ctrl,2.42261239794979
g0564,ctrl,1.62878559470243
g0400,ctrl,0.911580858277972
g0698,g0207,1.49573793125804
g0744,ctrl,0.888957950249746
g0232,ctrl,0.573228627319428
g0924,g0034,0.0103507257015872
g0707,g0157,1.20094086071501
g0262,ctrl,0.0
g0534,ctrl,1.64368648877272
g0638,ctrl,1.0516352543458
g0491,ctrl,0.0
g0261,g0013,1.16837146855428
g0844,g0957,0.0
g0965,g0655,0.7761473547782
g0974,g0160,0.846518845775654
g0852,ctrl,0.918271917058779
g0852,ctrl,0.0027480598072312
g0256,ctrl,0.0148261954834506
g0787,g0317,0.0097705672138906
g0534,g0612,0.624615353194452
g0022,ctrl,0.519702523421272
g0160,g0495,0.566687434151866
g0013,ctrl,1.31482363828968
g0534,g0612,1.01525930288105
g0109,ctrl,0.69578225465732
g0379,ctrl,0.0047777686323989
g0301,g0139,0.643043675521426
g0301,g0612,1.23138133956947
g0301,ctrl,0.583949350915062
g0844,ctrl,0.93737066627738
g0301,ctrl,0.707059431815613
g0422,g0139,1.58382135264567
g0013,ctrl,0.682640666890204
g0186,g0228,0.0014228010148566
g0422,g0612,1.380213713241
g0510,ctrl,1.2783922356666
g0195,ctrl,0.418782968393641
g0927,g0805,1.15222433756714
g0109,g0787,0.586469443469377
g0852,ctrl,0.896123789884737
g0147,ctrl,1.05549956019804
g0698,g0697,1.33052722442245
g0787,g0655,0.882260939194028
g0301,g0751,0.912468781536214
g0200,g0605,1.24443617970388
g0612,ctrl,0.361471602977437
g0317,g0655,0.0073901739251905
g0186,g0868,1.74517325798714
g0698,g0062,1.34589246174051
g0844,ctrl,0.531479162590439
g0671,ctrl,1.56822912328951
g0083,g0633,2.16001107858097
g0787,g0655,1.55044774053975
g0256,ctrl,0.0
g0698,g0207,1.11177128219945
g0927,g0495,0.0
g0301,g0139,0.016763285422053
g0564,ctrl,1.12305654841241
g0200,ctrl,2.22946105184898
g0301,g0751,0.416508101919615
g0698,g0207,1.08545148401896
g0186,g0868,1.22862577126845
g0417,ctrl,0.990957963260599
g0965,g0655,0.583912896438693
g0534,g0612,0.837492163041613
g0285,ctrl,1.25139047995647
g0109,ctrl,0.418117990780967
g0262,ctrl,0.0
g0805,g0780,0.842175367079248
g0085,ctrl,0.718569669776625
g0232,ctrl,0.423295207096474
g0147,ctrl,1.39576210345284
g0241,ctrl,1.19715563994975
g0147,g0241,0.0
g0698,g0207,0.464367284383214
g0200,ctrl,2.29173431737788
g0083,g0633,0.0
g0262,ctrl,0.947877814238681
g0698,g0207,0.0070167908475816
g0681,ctrl,0.53256106886466
g0256,ctrl,0.864338877939127
g0371,ctrl,1.36513062904916
g0784,ctrl,0.953194436531498
g0691,g0631,1.42874922426494
g0787,ctrl,0.958973525156587
g0805,g0013,1.76952027911775
g0034,ctrl,0.494359357368444
g0379,ctrl,0.700136600545049
g0285,ctrl,1.75872868443209
g0261,g0160,0.0
g0922,g0061,0.792892670523487
g0195,ctrl,0.866067732542253
g0564,ctrl,1.82237292693405
g0520,g0257,1.40901357385815
g0696,ctrl,0.793963861497195
g0422,ctrl,1.39276446021841
g0927,g0805,1.63610304231061
g0022,g0228,0.905889706469183
g0552,ctrl,1.35382050919952
g0417,ctrl,1.58876737887177
g0261,ctrl,1.37341905036123
g0564,ctrl,1.08015662926855
g0773,g0379,0.761546630495261
g0761,g0707,0.963056128801508
g0160,g0241,0.0085519088317874
g0109,ctrl,1.05558364793974
g0379,ctrl,1.27548200707291
g0186,g0216,0.0061247729337357
g0301,g0744,1.51113894928611
g0761,g0157,0.967430920885966
g0884,ctrl,0.887925039884487
g0744,ctrl,1.43196036150655
g0612,ctrl,1.75568626275684
g0261,ctrl,0.838354803443809
g0638,ctrl,1.11830628816846
g0880,ctrl,1.58585711656281
g0681,g0751,0.697512046424201
g0147,g0160,0.0030692050935669
g0844,g0957,0.0
g0927,g0780,1.70873556632428
g0751,ctrl,1.27226621102539
g0957,ctrl,0.911964806699024
g0510,ctrl,0.986153941605046
g0276,ctrl,1.55652605143331
g0965,ctrl,0.0
g0761,g0157,0.649799694540675
g0417,ctrl,0.0
g0835,ctrl,0.65744401369564
g0422,g0139,0.983464568921422
g0927,g0852,0.0
g0696,ctrl,0.88602669238031
g0345,ctrl,1.03036505699486
g0520,g0257,1.03699963891719
g0200,ctrl,2.09864133258778
g0927,ctrl,0.919528015140142
g0852,g0422,0.91190175401956
g0927,g0805,0.0
g0345,g0552,0.558261204348181
g0022,g0228,1.45598219406897
g0186,g0228,0.424912803251325
g0852,g0034,0.627673401049124
g0136,ctrl,0.994950558631689
g0022,g0228,0.570532848791621
g0013,g0495,1.50442133555733
g0957,ctrl,0.710780333369305
g0037,g0186,1.31883598733786
g0805,g0780,0.856657764973272
g0062,ctrl,1.71699068915429
g0922,g0061,0.725817996652201
g0671,g0784,0.992017227169673
g0200,g0605,0.0
g0520,ctrl,1.34935294792393
g0520,g0257,1.56724370867476
g0698,ctrl,0.89015235550522
g0691,g0631,0.673831601361318
g0691,ctrl,1.19301172775379
g0852,ctrl,1.83896612007318
g0698,g0207,0.783405156148372
g0927,g0780,1.09519989151325
g0974,g0160,0.0011160887098651
g0773,g0379,0.990467540037953
g0974,g0160,0.927611024218233
g0631,ctrl,1.28970296967382
g0304,ctrl,2.20270069492202
g0974,g0160,0.828253142081416
g0301,g0612,0.0105507904552064
g0422,g0139,0.0
g0085,ctrl,0.0028591292231984
g0852,ctrl,0.953236002815014
g0787,ctrl,0.0033807543425823
g0698,g0697,0.427501600235682
g0843,ctrl,0.450595062153087
g0261,ctrl,0.0
g0040,ctrl,1.60215453080033
g0843,ctrl,0.797111214436616
g0844,g0957,0.592670242820762
