p1,p2,exp
g0495,ctrl,0.0
g0261,g0760,0.0
g0232,ctrl,0.0
g0083,g0599,0.0
g0461,ctrl,0.0
g0160,g0495,0.0
g0276,ctrl,0.016816017872818
g0147,g0241,0.0103431349909807
g0200,g0605,0.0179900025557129
g0761,g0157,0.0115337634920366
g0013,g0495,0.583454088755551
g0101,ctrl,0.0
g0422,g0013,0.0004314225017367
g0927,g0805,0.0037321144390976
g0873,ctrl,0.427467731314021
g0157,ctrl,0.0138614588938569
g0083,ctrl,0.0033955241207963
g0200,ctrl,0.0002244206851107
g0564,ctrl,0.0
g0400,ctrl,0.0037212214252181
g0698,g0207,0.0
g0744,ctrl,0.380966968481032
g0232,ctrl,0.0158630909253656
g0924,g0034,0.0
g0707,g0157,0.0
g0262,ctrl,0.0
g0534,ctrl,0.0147073729142321
g0638,ctrl,0.0128804305598787
g0491,ctrl,0.0005506653404711
g0261,g0013,0.0
g0844,g0957,0.0071392034034009
g0965,g0655,0.0
g0974,g0160,0.620047257430766
g0852,ctrl,0.0064589759545079
g0852,ctrl,0.0058477717240348
g0256,ctrl,0.0
g0787,g0317,0.476007544005828
g0534,g0612,0.0141763285812746
g0022,ctrl,0.534571074815163
g0160,g0495,0.0
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,0.0086543445947368
g0379,ctrl,0.0
g0301,g0139,0.0
g0301,g0612,0.0025273506434549
g0301,ctrl,0.0066591514323799
g0844,ctrl,0.0074043433106863
g0301,ctrl,0.0147554379107755
g0422,g0139,0.0
g0013,ctrl,0.0015687534262848
g0186,g0228,0.363902873214913
g0422,g0612,0.0
g0510,ctrl,0.0
g0195,ctrl,0.0
g0927,g0805,0.0
g0109,g0787,0.0024286560882213
g0852,ctrl,0.0034237459202293
g0147,ctrl,0.478833698374803
g0698,g0697,0.0
g0787,g0655,0.0041634943569457
g0301,g0751,0.007120186165017
g0200,g0605,0.0199807325435312
g0612,ctrl,0.375025342257423
g0317,g0655,0.0
g0186,g0868,0.0
g0698,g0062,0.0
g0844,ctrl,0.0
g0671,ctrl,0.0
g0083,g0633,0.0
g0787,g0655,0.0030391385190994
g0256,ctrl,0.52786099251152
g0698,g0207,0.0
g0927,g0495,0.0
g0301,g0139,0.0
g0564,ctrl,0.0119827708999587
g0200,ctrl,0.0049508084567413
g0301,g0751,0.014357028983785
g0698,g0207,0.0010705098372564
g0186,g0868,0.795496246417245
g0417,ctrl,0.0088855336525323
g0965,g0655,0.0
g0534,g0612,0.51128523279327
g0285,ctrl,0.0040909254408666
g0109,ctrl,0.427078489402203
g0262,ctrl,0.00016588529436
g0805,g0780,0.845198663174388
g0085,ctrl,0.0029414366931617
g0232,ctrl,0.0
g0147,ctrl,0.0
g0241,ctrl,0.460645231561216
g0147,g0241,0.0
g0698,g0207,0.0
g0200,ctrl,0.0
g0083,g0633,0.0
g0262,ctrl,0.00607550285704
g0698,g0207,0.439360239164518
g0681,ctrl,0.0020034060200488
g0256,ctrl,0.0
g0371,ctrl,0.0
g0784,ctrl,0.0149301798678609
g0691,g0631,0.0
g0787,ctrl,0.0015980610796075
g0805,g0013,0.0227667824453302
g0034,ctrl,0.0174447168222195
g0379,ctrl,0.706106501252679
g0285,ctrl,0.0
g0261,g0160,0.005420022494578
g0922,g0061,0.0033034604939551
g0195,ctrl,0.0
g0564,ctrl,0.0
g0520,g0257,0.491113332630935
g0696,ctrl,0.0189052696306909
g0422,ctrl,0.0
g0927,g0805,0.0083157813503342
g0022,g0228,0.0
g0552,ctrl,0.532142342509836
g0417,ctrl,0.670640931991782
g0261,ctrl,0.0
g0564,ctrl,0.0117088796964125
g0773,g0379,0.0092522987917584
g0761,g0707,0.0004954017062196
g0160,g0241,0.0138489859172191
g0109,ctrl,0.0
g0379,ctrl,0.0112266047203392
g0186,g0216,0.0011854965658078
g0301,g0744,0.0
g0761,g0157,0.0
g0884,ctrl,0.0
g0744,ctrl,0.439257958594816
g0612,ctrl,0.0033869066827547
g0261,ctrl,0.0
g0638,ctrl,0.0
g0880,ctrl,0.0
g0681,g0751,0.0
g0147,g0160,0.0
g0844,g0957,0.0108021128404302
g0927,g0780,0.0
g0751,ctrl,0.0
g0957,ctrl,0.0014233749730795
g0510,ctrl,0.0056116048339031
g0276,ctrl,0.0
g0965,ctrl,1.08227527981611
g0761,g0157,0.0
g0417,ctrl,0.0076526410481525
g0835,ctrl,0.358351166592081
g0422,g0139,0.0
g0927,g0852,0.0
g0696,ctrl,0.0
g0345,ctrl,0.0
g0520,g0257,0.380239881999258
g0200,ctrl,0.0
g0927,ctrl,0.008495732581742
g0852,g0422,0.0
g0927,g0805,0.0
