p1,p2,exp
g0495,ctrl,0.0
g0261,g0760,0.0030219294582442
g0232,ctrl,0.458376623015892
g0083,g0599,0.0103042369401197
g0461,ctrl,0.0
g0160,g0495,0.0
g0276,ctrl,0.0029644844529082
g0147,g0241,0.0080140797094965
g0200,g0605,0.0044366714016411
g0761,g0157,0.0205766744557736
g0013,g0495,0.0
g0101,ctrl,0.0
g0422,g0013,0.0
g0927,g0805,0.0070930774220925
g0873,ctrl,0.0158688453913624
g0157,ctrl,0.0
g0083,ctrl,0.355862960347413
g0200,ctrl,0.0
g0564,ctrl,0.0096916169199698
g0400,ctrl,0.571568776923087
g0698,g0207,0.0054398221093487
g0744,ctrl,0.0
g0232,ctrl,0.587655100960762
g0924,g0034,0.0
g0707,g0157,0.377075283045242
g0262,ctrl,0.0005461803274182
g0534,ctrl,0.0
g0638,ctrl,0.0033320472406637
g0491,ctrl,0.0063657416807861
g0261,g0013,0.0163368579724848
g0844,g0957,0.0
g0965,g0655,0.0
g0974,g0160,0.003733495089266
g0852,ctrl,0.573080128787562
g0852,ctrl,0.0
g0256,ctrl,0.0069337568966803
g0787,g0317,0.0074917884414225
g0534,g0612,0.0
g0022,ctrl,0.0
g0160,g0495,0.543294081345728
g0013,ctrl,0.0073434916462755
g0534,g0612,0.017292411218674
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.0160976499814749
g0301,g0612,0.0081941110282587
g0301,ctrl,0.0
g0844,ctrl,0.0
g0301,ctrl,0.696850068351459
g0422,g0139,0.0
g0013,ctrl,0.0
g0186,g0228,0.366169601014047
g0422,g0612,0.0
g0510,ctrl,0.0037186598853786
g0195,ctrl,0.0047453068616405
g0927,g0805,0.0031727403672026
g0109,g0787,0.0
g0852,ctrl,0.894501823741194
g0147,ctrl,0.0005426190718599
g0698,g0697,0.0
g0787,g0655,0.0
g0301,g0751,0.553468005937098
g0200,g0605,0.972188639252219
g0612,ctrl,0.0
g0317,g0655,0.0062700187247762
g0186,g0868,0.475903525840976
g0698,g0062,0.0
g0844,ctrl,0.0
g0671,ctrl,0.584624390382711
g0083,g0633,0.0
g0787,g0655,0.0
