p1,p2,exp
g0495,ctrl,2.51466242269702
g0261,g0760,1.58555036996929
g0232,ctrl,1.83848271832989
g0083,g0599,2.17023468416653
g0461,ctrl,2.11654646090417
g0160,g0495,2.30923595536623
g0276,ctrl,2.45476988720824
g0147,g0241,1.17785093960851
g0200,g0605,0.888678121452789
g0761,g0157,2.39210307876915
g0013,g0495,2.57655439070993
g0101,ctrl,2.20547133318957
g0422,g0013,2.10322992028958
g0927,g0805,2.58075731344297
g0873,ctrl,2.14614087473585
g0157,ctrl,1.94065284107738
g0083,ctrl,2.45950177247886
g0200,ctrl,0.908066793688764
g0564,ctrl,2.21657405207132
g0400,ctrl,2.49238897647778
g0698,g0207,2.63319533021622
g0744,ctrl,2.26113694306059
g0232,ctrl,1.99271867415481
g0924,g0034,1.72874703419389
g0707,g0157,1.93529614952297
g0262,ctrl,2.13535788407473
g0534,ctrl,2.12709524499718
g0638,ctrl,2.5128517023285
g0491,ctrl,2.16615451176095
g0261,g0013,2.15582459174418
g0844,g0957,2.5221274904403
g0965,g0655,2.15467186831147
g0974,g0160,2.07087845216271
g0852,ctrl,2.24290393118778
g0852,ctrl,2.34733345232941
g0256,ctrl,2.13355375849376
g0787,g0317,2.47716753077626
g0534,g0612,1.99796989390986
g0022,ctrl,1.90527032351876
g0160,g0495,2.12176099749696
g0013,ctrl,1.31453931908224
g0534,g0612,2.49793668268595
g0109,ctrl,2.47418179492985
g0379,ctrl,1.70518608713661
g0301,g0139,2.6378948505839
g0301,g0612,2.37182344024796
g0301,ctrl,1.72158740707066
g0844,ctrl,1.27873005942449
g0301,ctrl,2.49246779092679
g0422,g0139,2.55517655058837
g0013,ctrl,2.16120842680527
g0186,g0228,2.28270748036346
g0422,g0612,2.59240951937801
g0510,ctrl,1.99898302181303
g0195,ctrl,3.09323754299173
g0927,g0805,2.63321505331278
g0109,g0787,0.958953906138505
g0852,ctrl,1.35541113681951
g0147,ctrl,1.43707568347287
g0698,g0697,2.53974036337373
g0787,g0655,1.8805593595403
g0301,g0751,1.81884863328671
g0200,g0605,2.3879044288031
g0612,ctrl,2.28786280810648
g0317,g0655,2.40099219298763
g0186,g0868,2.1008495591154
g0698,g0062,2.62918920800918
g0844,ctrl,2.1785470642313
g0671,ctrl,2.46069115377607
g0083,g0633,2.04590842615986
g0787,g0655,2.01936025335434
g0256,ctrl,2.33950002961643
g0698,g0207,2.33406968133886
g0927,g0495,2.44516165497417
g0301,g0139,2.59304414489313
g0564,ctrl,1.81674762285493
g0200,ctrl,1.71542883344293
g0301,g0751,1.23854666841409
g0698,g0207,2.25265239097675
g0186,g0868,1.77274345392126
g0417,ctrl,2.70703623507865
g0965,g0655,2.07799100400145
g0534,g0612,1.93893259728679
g0285,ctrl,2.32423778118532
g0109,ctrl,2.4364206860144
g0262,ctrl,1.55307973544945
g0805,g0780,1.94272722529361
g0085,ctrl,1.98093626727554
g0232,ctrl,2.15760161317867
g0147,ctrl,1.21349514298829
g0241,ctrl,2.33136340890354
g0147,g0241,2.29861965601831
g0698,g0207,2.17711195020722
g0200,ctrl,0.0
g0083,g0633,2.12510097999757
g0262,ctrl,2.11444752719062
g0698,g0207,2.75634432851991
g0681,ctrl,1.12709622406139
g0256,ctrl,2.41324963242876
g0371,ctrl,2.3112329246178
g0784,ctrl,2.35466356156069
g0691,g0631,1.57781031752364
g0787,ctrl,0.980851832108675
g0805,g0013,2.53248966278154
g0034,ctrl,1.7022268272712
g0379,ctrl,1.8292943661363
g0285,ctrl,2.4150184880769
g0261,g0160,1.0489014749716
g0922,g0061,2.56557685042754
g0195,ctrl,2.24377115655515
g0564,ctrl,1.8309262249981
g0520,g0257,2.65654660420123
g0696,ctrl,2.89634650898545
g0422,ctrl,2.66966134288594
g0927,g0805,2.86632185531332
g0022,g0228,2.3546002807547
g0552,ctrl,1.90564890647245
g0417,ctrl,2.37964919569782
g0261,ctrl,2.76007872028574
g0564,ctrl,1.7611343721742
g0773,g0379,2.21998824628805
g0761,g0707,2.63351897058345
g0160,g0241,2.38304054237931
g0109,ctrl,2.52182377222144
g0379,ctrl,1.97077169645654
g0186,g0216,2.37393937125074
g0301,g0744,2.10010350113948
g0761,g0157,2.03051635196667
g0884,ctrl,2.62521849181046
g0744,ctrl,2.14063998259438
g0612,ctrl,2.74810160362596
g0261,ctrl,2.04374932672844
g0638,ctrl,2.12869203909715
g0880,ctrl,1.85503560090406
g0681,g0751,1.84518581082856
g0147,g0160,0.0143525925681533
g0844,g0957,2.48414341457577
g0927,g0780,2.13662992722453
g0751,ctrl,1.56780658722955
g0957,ctrl,1.62129432646087
g0510,ctrl,2.69578932245238
g0276,ctrl,3.09163968406568
g0965,ctrl,1.61015448945705
g0761,g0157,1.87896183232687
g0417,ctrl,2.53102832140573
g0835,ctrl,2.30428577532614
g0422,g0139,1.71597081339286
