p1,p2,exp
g0495,ctrl,0.0022537861261732
g0261,g0760,1.05958487287406
g0232,ctrl,0.773280053391479
g0083,g0599,0.0168083429708524
g0461,ctrl,0.98307244986555
g0160,g0495,0.976626433018843
g0276,ctrl,0.490696177896103
g0147,g0241,0.0
g0200,g0605,1.69410187880208
g0761,g0157,0.0
g0013,g0495,0.975087945684595
g0101,ctrl,0.0
g0422,g0013,0.522652107104006
g0927,g0805,0.698357016844381
g0873,ctrl,0.701798282996706
g0157,ctrl,0.0
g0083,ctrl,0.361581948623203
g0200,ctrl,0.904152125274189
g0564,ctrl,1.14136008550898
g0400,ctrl,0.0
g0698,g0207,0.757487039495908
g0744,ctrl,0.0
g0232,ctrl,0.0172646602008836
g0924,g0034,0.0
g0707,g0157,0.015985712398854
g0262,ctrl,1.05907310140135
g0534,ctrl,0.009638716087875
g0638,ctrl,0.668177896743802
g0491,ctrl,0.569899584036164
g0261,g0013,0.804905828718679
g0844,g0957,0.0015991716866027
g0965,g0655,1.21436813324379
g0974,g0160,0.363070184683988
g0852,ctrl,0.0106623358278285
g0852,ctrl,0.008439699220674
g0256,ctrl,0.0071652557989304
g0787,g0317,0.0
g0534,g0612,1.02089144980276
g0022,ctrl,0.558136190730783
g0160,g0495,0.547363892702471
g0013,ctrl,0.862705753533953
g0534,g0612,0.630769428577841
g0109,ctrl,1.37807014983026
g0379,ctrl,0.0
g0301,g0139,0.648333138622246
g0301,g0612,0.456139388655034
g0301,ctrl,0.558052614371982
g0844,ctrl,0.927931030047131
g0301,ctrl,0.0111219002821867
g0422,g0139,0.565332778198737
g0013,ctrl,0.40173220582974
g0186,g0228,0.370692181167995
g0422,g0612,0.477041045718262
g0510,ctrl,0.0063089916845889
g0195,ctrl,0.732041112675364
g0927,g0805,0.552331465933988
g0109,g0787,0.954137802704654
g0852,ctrl,1.35034806559435
g0147,ctrl,0.814945740716682
g0698,g0697,0.763841936874218
g0787,g0655,0.868827878402353
g0301,g0751,0.546646025904697
g0200,g0605,0.600554242150968
g0612,ctrl,0.838626244971598
g0317,g0655,0.598162024703129
g0186,g0868,0.0068325548432875
g0698,g0062,0.0
g0844,ctrl,0.521529560827352
g0671,ctrl,0.0131760514714527
g0083,g0633,1.75005900911445
g0787,g0655,0.541727411324851
g0256,ctrl,0.523708356779539
g0698,g0207,0.409238980690279
g0927,g0495,0.60536393127173
g0301,g0139,1.83230987107375
g0564,ctrl,0.721188571531245
g0200,ctrl,1.54937578206753
g0301,g0751,0.406997745963168
g0698,g0207,0.510871262389312
g0186,g0868,0.0
g0417,ctrl,0.606627501034959
g0965,g0655,0.011651979969482
g0534,g0612,1.10233504752237
g0285,ctrl,0.351241350901172
g0109,ctrl,1.15187792423726
g0262,ctrl,0.0
g0805,g0780,1.09046746476619
g0085,ctrl,1.42224422717762
g0232,ctrl,0.738381696169373
g0147,ctrl,0.0055265065031921
g0241,ctrl,1.01077978282046
g0147,g0241,0.825444491847306
g0698,g0207,0.464661510667751
g0200,ctrl,1.47494663671092
g0083,g0633,0.0061841616990611
g0262,ctrl,0.804870717309732
g0698,g0207,0.422010393527398
g0681,ctrl,0.857950158109838
g0256,ctrl,0.0023807560193196
g0371,ctrl,1.22068094684939
g0784,ctrl,0.569719468246344
g0691,g0631,0.502341173423082
g0787,ctrl,0.0
g0805,g0013,0.663302998199721
g0034,ctrl,0.0
g0379,ctrl,1.13241435682475
g0285,ctrl,0.953236555574585
g0261,g0160,1.55556756311893
g0922,g0061,1.0146099151513
g0195,ctrl,0.0056336452836843
g0564,ctrl,0.0
g0520,g0257,0.81552205470996
g0696,ctrl,0.991028612324912
g0422,ctrl,0.397823394175421
g0927,g0805,0.526785888666511
g0022,g0228,0.909363505345386
g0552,ctrl,1.14458103226629
g0417,ctrl,0.687858881461491
g0261,ctrl,0.541244361500823
g0564,ctrl,1.06588624739673
g0773,g0379,1.21992844496166
g0761,g0707,0.588519769736626
g0160,g0241,1.77456027373861
g0109,ctrl,1.07588370959945
g0379,ctrl,1.51430994991358
g0186,g0216,0.005741436456224
g0301,g0744,0.0056564640230806
g0761,g0157,0.0
g0884,ctrl,0.0028979517376347
g0744,ctrl,0.959209413700654
g0612,ctrl,0.0
g0261,ctrl,1.29843005828262
g0638,ctrl,1.13249585666346
g0880,ctrl,1.22320111103592
g0681,g0751,0.904579978669647
g0147,g0160,1.0944384741049
g0844,g0957,1.05038244966851
g0927,g0780,0.0052859040679827
g0751,ctrl,1.80197585241738
g0957,ctrl,0.679290388500036
g0510,ctrl,0.0048342492786009
g0276,ctrl,0.0036034109409096
g0965,ctrl,1.08755492804211
g0761,g0157,1.32199184334474
g0417,ctrl,0.554903134778244
g0835,ctrl,0.654576873993687
g0422,g0139,0.99317891056583
g0927,g0852,0.0113260211683361
g0696,ctrl,0.887637326709887
g0345,ctrl,0.856846493960407
g0520,g0257,0.874268157594854
g0200,ctrl,0.867604181164882
g0927,ctrl,0.0
g0852,g0422,0.0102031806373216
g0927,g0805,1.1960053659866
g0345,g0552,0.56198268626459
g0022,g0228,0.006640920071632
g0186,g0228,0.384997760025509
g0852,g0034,0.0
g0136,ctrl,1.0058803613488
g0022,g0228,0.588368316858707
g0013,g0495,0.689624147902659
