p1,p2,exp
g0495,ctrl,2.16074389290969
g0261,g0760,1.57273022963585
g0232,ctrl,1.49604842975611
g0083,g0599,2.16406041158034
g0461,ctrl,1.95581458609146
g0160,g0495,0.989483537830558
g0276,ctrl,1.96995534566133
g0147,g0241,0.0
g0200,g0605,1.91579936424066
g0761,g0157,1.65061773096745
g0013,g0495,1.76626257013313
g0101,ctrl,1.36565955783186
g0422,g0013,1.91333972070768
g0927,g0805,1.96731626344131
g0873,ctrl,1.62636982388489
g0157,ctrl,1.94440351167847
g0083,ctrl,2.72579044261802
g0200,ctrl,1.70662476569884
g0564,ctrl,1.65310458542127
g0400,ctrl,2.12719507269395
g0698,g0207,2.00099236077337
g0744,ctrl,2.18836134351661
g0232,ctrl,1.43924282151104
g0924,g0034,0.767818201757717
g0707,g0157,1.1804198515865
g0262,ctrl,1.55477416114692
g0534,ctrl,2.01627543072395
g0638,ctrl,2.14026796220816
g0491,ctrl,2.33928064724491
g0261,g0013,1.95818850976862
g0844,g0957,1.99127755846308
g0965,g0655,2.36450510301247
g0974,g0160,2.30697853007743
g0852,ctrl,1.95201531100925
g0852,ctrl,2.27223198406652
g0256,ctrl,1.47771079220429
g0787,g0317,1.23227215120799
g0534,g0612,1.84709758675106
g0022,ctrl,1.33293904533612
g0160,g0495,2.14796772852312
g0013,ctrl,1.87261169912261
g0534,g0612,2.43090087901625
g0109,ctrl,2.30305262575048
g0379,ctrl,2.88741814589605
g0301,g0139,2.21666782562936
g0301,g0612,1.0281176747454
g0301,ctrl,1.17922316222056
g0844,ctrl,1.23566314900294
g0301,ctrl,2.29978872843385
g0422,g0139,1.20559954508864
g0013,ctrl,1.59255340046842
g0186,g0228,2.22483996081434
g0422,g0612,1.75571447304846
g0510,ctrl,1.59697107940701
g0195,ctrl,1.41564444245834
g0927,g0805,1.54084855023472
g0109,g0787,1.23365367699485
g0852,ctrl,0.0
g0147,ctrl,2.27672577984249
g0698,g0697,1.80212776275743
g0787,g0655,1.64889096546928
g0301,g0751,1.53802237340782
g0200,g0605,1.92397471161675
g0612,ctrl,2.30523294827978
g0317,g0655,2.02516957774783
g0186,g0868,1.6332455970614
g0698,g0062,1.89798869597593
g0844,ctrl,1.46910809296032
g0671,ctrl,1.20184650222559
g0083,g0633,2.05937219576873
g0787,g0655,1.81690759587195
g0256,ctrl,1.30807438732138
g0698,g0207,2.02295913055935
g0927,g0495,1.76831102641952
g0301,g0139,1.83199265089253
g0564,ctrl,1.65085327832364
g0200,ctrl,2.4962291678038
g0301,g0751,1.70895858752505
g0698,g0207,1.43830659587718
g0186,g0868,0.799400217569341
g0417,ctrl,2.4654886916765
g0965,g0655,1.21227977325799
g0534,g0612,1.60580829947732
g0285,ctrl,2.13848813604819
g0109,ctrl,1.43100306227735
g0262,ctrl,1.30890789224073
g0805,g0780,1.30236414337264
g0085,ctrl,2.22486148107961
g0232,ctrl,1.94550887858513
g0147,ctrl,1.54709746659888
g0241,ctrl,1.90701501376281
g0147,g0241,1.83641166947124
g0698,g0207,1.85775397443415
g0200,ctrl,1.16205261528478
g0083,g0633,1.82991500243761
g0262,ctrl,1.42368533632555
g0698,g0207,2.23398931280515
g0681,ctrl,1.31930325287901
g0256,ctrl,1.95791326897534
g0371,ctrl,1.36665546206075
g0784,ctrl,2.3548438013587
g0691,g0631,1.70982480411785
g0787,ctrl,0.98616741561848
g0805,g0013,1.88633492176664
g0034,ctrl,1.58822661531038
g0379,ctrl,1.41508040717164
g0285,ctrl,2.25792549730062
g0261,g0160,1.89756086799043
g0922,g0061,2.3190858139752
g0195,ctrl,0.0076671678338562
g0564,ctrl,2.06952723108791
g0520,g0257,1.56878845284672
g0696,ctrl,2.40683760651253
g0422,ctrl,1.77071816612795
g0927,g0805,1.77269795553814
g0022,g0228,2.13728591142582
g0552,ctrl,1.5298643320627
g0417,ctrl,2.38240229222242
g0261,ctrl,1.37974184936946
g0564,ctrl,1.74992748960021
g0773,g0379,2.09828356388199
g0761,g0707,1.60490964233176
g0160,g0241,2.65602799922551
g0109,ctrl,1.04244658120969
g0379,ctrl,2.51813367038382
g0186,g0216,1.80265176505196
g0301,g0744,1.03470681497346
g0761,g0157,2.03153015294668
g0884,ctrl,1.98613078269095
g0744,ctrl,2.2437115470388
g0612,ctrl,2.25211837299356
g0261,ctrl,1.60594611167487
g0638,ctrl,1.40366323476893
g0880,ctrl,2.07663480504176
g0681,g0751,1.91184948662799
g0147,g0160,1.60109058210898
g0844,g0957,0.0
g0927,g0780,1.17078741905323
g0751,ctrl,1.25866520206237
g0957,ctrl,2.08298645176937
g0510,ctrl,1.25676006696344
g0276,ctrl,2.13043991368133
g0965,ctrl,1.11031175343259
g0761,g0157,1.55145718680664
g0417,ctrl,1.57212834351031
g0835,ctrl,2.54204120623183
g0422,g0139,2.36176014168983
g0927,g0852,1.2463313102899
g0696,ctrl,2.10118593778815
g0345,ctrl,2.11932934666602
g0520,g0257,1.43011443253665
g0200,ctrl,2.39421866243528
g0927,ctrl,1.18475541450479
g0852,g0422,2.03346259668649
g0927,g0805,1.72561466130784
g0345,g0552,2.60155514838444
g0022,g0228,1.99919863218815
g0186,g0228,1.391962232123
g0852,g0034,1.2928507224021
g0136,ctrl,1.50056863193714
g0022,g0228,1.84978815566108
g0013,g0495,2.071492331401
g0957,ctrl,1.90315045602238
g0037,g0186,2.49032107017025
g0805,g0780,0.86296170660609
g0062,ctrl,2.33223165878268
g0922,g0061,2.90301766763265
g0671,g0784,1.78682212106821
g0200,g0605,1.94421608066436
g0520,ctrl,2.83780326595929
g0520,g0257,1.57488759075726
g0698,ctrl,2.25024119992882
g0691,g0631,1.55301702544027
g0691,ctrl,1.35332259991308
g0852,ctrl,1.82509726234471
g0698,g0207,1.21104355602973
g0927,g0780,2.37276175520971
g0974,g0160,1.13225293911826
g0773,g0379,1.70945616863403
g0974,g0160,0.909558780079708
g0631,ctrl,2.07849328364001
g0304,ctrl,1.33388492844959
g0974,g0160,2.69890106421428
g0301,g0612,2.00762110738737
g0422,g0139,1.58239932392069
g0085,ctrl,1.77295759279805
g0852,ctrl,1.74652766812088
g0787,ctrl,2.32180752930077
g0698,g0697,3.21374718039941
g0843,ctrl,3.1973717780528
g0261,ctrl,1.03023965673482
g0040,ctrl,1.34102054972926
g0843,ctrl,1.68213150045166
g0844,g0957,2.00814285722737
g0037,ctrl,1.92166273857051
g0085,ctrl,1.17941456506781
g0136,ctrl,1.53530417790116
g0228,g0827,1.92680125166288
g0013,g0139,0.0
g0228,g0827,2.33331035009564
g0422,g0301,2.44921074084932
g0261,g0760,1.7720291567209
g0827,ctrl,2.16815073031931
g0805,ctrl,2.01560041720069
g0773,g0261,2.29064622176435
g0262,ctrl,1.46658678830308
g0534,ctrl,1.15734993032916
g0520,g0257,1.37212239981257
g0835,ctrl,2.31663740821294
g0422,g0013,1.68754301977457
g0927,g0827,1.41851531304778
g0805,ctrl,0.768877749098789
g0147,g0160,1.41512584490485
g0136,ctrl,1.7872802316844
g0084,ctrl,2.10013651778902
g0422,g0301,1.2813510566899
g0062,ctrl,1.55255113870651
g0040,ctrl,1.06581698149791
g0229,ctrl,2.06516010798641
g0186,ctrl,1.28790931777556
g0868,ctrl,1.55191168777481
g0404,ctrl,1.36523731761789
g0989,ctrl,1.22708132428305
g0422,g0301,0.704599737038603
g0422,g0612,2.30848682041971
g0317,ctrl,1.16576294845413
g0787,g0317,2.31877482355796
g0216,ctrl,2.55476512676692
g0805,g0013,1.9735437482463
g0040,ctrl,1.97972247757969
g0671,ctrl,2.36275355530285
g0079,ctrl,1.11312309522833
g0681,ctrl,1.97761441334829
g0852,ctrl,2.33470570457235
g0261,g0760,1.08238275949572
g0633,ctrl,2.45908267399487
g0552,ctrl,2.08935158898152
g0422,g0013,0.792073077517905
g0257,ctrl,2.37190358038189
g0784,ctrl,1.65284803477037
g0022,g0228,2.09051975473665
g0087,ctrl,1.66351487511147
g0084,ctrl,1.9235561312033
g0880,g0744,0.0
g0698,g0062,1.37073335264428
g0780,ctrl,1.92649346288259
g0147,ctrl,1.28153538994113
g0599,ctrl,1.93520798736076
g0631,ctrl,1.60535911366917
g0022,ctrl,2.02944590399049
g0461,ctrl,0.0109229418654696
g0927,g0495,1.71609063796525
g0061,ctrl,1.89639939911596
g0109,g0787,1.94004341231202
g0631,ctrl,0.958268895532543
g0062,ctrl,1.37919176841427
g0979,ctrl,0.0040416540410532
g0780,ctrl,1.77592166060035
g0927,g0852,0.0113155762696537
