p1,p2,exp
g0495,ctrl,0.0
g0261,g0760,0.0034145859692956
g0232,ctrl,0.0
g0083,g0599,0.011369052334294
g0461,ctrl,0.0051747902846452
g0160,g0495,0.0
g0276,ctrl,0.0
g0147,g0241,1.1913673246347
g0200,g0605,0.0
g0761,g0157,0.0016863618650059
g0013,g0495,0.0059262447791159
g0101,ctrl,0.0152982617730027
g0422,g0013,0.0
g0927,g0805,0.0029575261080006
g0873,ctrl,0.391485240717233
g0157,ctrl,0.0073562486275482
g0083,ctrl,0.0
g0200,ctrl,0.0039135190856692
g0564,ctrl,0.0009472298845395
g0400,ctrl,0.0056100542102845
g0698,g0207,0.0
g0744,ctrl,0.671817061696146
g0232,ctrl,0.0095936152871459
g0924,g0034,0.0
g0707,g0157,0.0053509919529327
g0262,ctrl,0.0161548742690507
g0534,ctrl,0.0027864855810258
g0638,ctrl,0.0018701042659825
g0491,ctrl,0.0
g0261,g0013,0.267516835781685
g0844,g0957,0.0146560182714915
g0965,g0655,0.0062418681293118
g0974,g0160,0.0077046119823154
g0852,ctrl,0.0124559163053782
g0852,ctrl,0.415562964448614
g0256,ctrl,0.0
g0787,g0317,0.0
g0534,g0612,0.0
g0022,ctrl,0.0
g0160,g0495,0.0260861045960223
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,0.0042838994907489
g0379,ctrl,0.0
g0301,g0139,0.0
g0301,g0612,0.0
g0301,ctrl,0.0
g0844,ctrl,0.0
g0301,ctrl,0.0
g0422,g0139,0.579691685731304
g0013,ctrl,0.0
g0186,g0228,0.628567099317649
g0422,g0612,0.468892137715656
g0510,ctrl,0.0244096420716338
g0195,ctrl,0.0
g0927,g0805,0.0060222055405452
g0109,g0787,0.0146172975414689
g0852,ctrl,0.0
g0147,ctrl,0.0
g0698,g0697,0.449579011485782
g0787,g0655,0.0092293864045578
g0301,g0751,0.539196255615338
g0200,g0605,0.580364445180127
g0612,ctrl,0.0
g0317,g0655,0.0
g0186,g0868,0.0
g0698,g0062,0.0108908624978727
g0844,ctrl,0.0
g0671,ctrl,0.0167543962492537
g0083,g0633,0.0
g0787,g0655,0.0
g0256,ctrl,0.0
g0698,g0207,0.0006032410461749
g0927,g0495,0.007875524972539
g0301,g0139,0.0
g0564,ctrl,0.0058201470630951
g0200,ctrl,0.0
g0301,g0751,0.0
g0698,g0207,0.0
g0186,g0868,0.0079325307434316
g0417,ctrl,0.001041123190231
g0965,g0655,0.0039913859541723
g0534,g0612,5.65740783131724e-05
g0285,ctrl,0.0
g0109,ctrl,0.43834544793441
g0262,ctrl,0.667035082461994
g0805,g0780,0.0
g0085,ctrl,0.0
g0232,ctrl,0.0
g0147,ctrl,0.452368300748176
g0241,ctrl,0.0
g0147,g0241,0.0
g0698,g0207,0.0131139040534664
g0200,ctrl,0.0110729375890919
g0083,g0633,0.0040376757137275
