p1,p2,exp
g0495,ctrl,1.75670806187513
g0261,g0760,1.06589708417965
g0232,ctrl,0.0
g0083,g0599,0.0150314995676901
g0461,ctrl,0.441756218599722
g0160,g0495,0.986426588332881
g0276,ctrl,0.0
g0147,g0241,1.20337769494681
g0200,g0605,1.93875404078989
g0761,g0157,0.573427701503127
g0013,g0495,0.952956659983779
g0101,ctrl,0.703068530138409
g0422,g0013,0.499115675619627
g0927,g0805,0.715420767254595
g0873,ctrl,0.0
g0157,ctrl,0.0
g0083,ctrl,0.824623510001739
g0200,ctrl,0.0149514428072081
g0564,ctrl,2.21625385004612
g0400,ctrl,0.0
g0698,g0207,0.755616593143545
g0744,ctrl,0.389183828285928
g0232,ctrl,0.0
g0924,g0034,0.793159438195128
g0707,g0157,1.19211413187872
g0262,ctrl,1.04794669466554
g0534,ctrl,1.00093685532149
g0638,ctrl,0.0
g0491,ctrl,0.56468096676349
g0261,g0013,0.802008147273479
g0844,g0957,0.818229212005213
g0965,g0655,0.784095570646034
g0974,g0160,1.01317974838024
g0852,ctrl,0.56060144460928
g0852,ctrl,0.712209761369561
g0256,ctrl,0.51700934115569
g0787,g0317,0.798794770092838
g0534,g0612,0.0058165722280818
g0022,ctrl,0.531098137019392
g0160,g0495,0.554110088167152
g0013,ctrl,0.51825441576384
g0534,g0612,0.0012438846568857
g0109,ctrl,0.0
g0379,ctrl,1.73296191936637
g0301,g0139,0.0018975057536887
g0301,g0612,0.0
g0301,ctrl,0.0100381033989025
g0844,ctrl,0.921665767489708
g0301,ctrl,0.0042036281490892
g0422,g0139,0.586416162586282
g0013,ctrl,0.911362751864251
g0186,g0228,0.354649202842449
g0422,g0612,0.0003124554643779
g0510,ctrl,0.011366081835361
g0195,ctrl,0.959019055139048
g0927,g0805,1.14259263455767
g0109,g0787,1.43636644130922
g0852,ctrl,2.41341784560201
g0147,ctrl,0.0040703922907588
g0698,g0697,0.994147687202014
g0787,g0655,1.33888177546959
g0301,g0751,1.36376450513153
g0200,g0605,1.45653488164523
g0612,ctrl,0.0
g0317,g0655,0.968542423718756
g0186,g0868,1.21391794606307
g0698,g0062,0.0
g0844,ctrl,0.528682801554859
g0671,ctrl,1.73856055175909
g0083,g0633,1.40623379165346
g0787,g0655,1.17051867424427
g0256,ctrl,0.84229821738005
g0698,g0207,0.721568283476928
g0927,g0495,0.98114159015398
g0301,g0139,0.0058485568090271
g0564,ctrl,1.12332015858574
g0200,ctrl,0.656142290161048
g0301,g0751,1.26312467565302
g0698,g0207,0.843636449975626
g0186,g0868,1.77390879473216
g0417,ctrl,0.600467487729337
g0965,g0655,1.20937645550073
g0534,g0612,1.10005408518
g0285,ctrl,0.358133771361549
g0109,ctrl,1.31370704957173
g0262,ctrl,1.29787804150724
g0805,g0780,1.60518911181741
g0085,ctrl,0.0116147031793709
g0232,ctrl,0.0121426423917871
g0147,ctrl,0.0169973558158869
g0241,ctrl,0.435927752952037
g0147,g0241,0.0
g0698,g0207,0.797926715222707
g0200,ctrl,1.16698347198804
g0083,g0633,1.4112446661488
g0262,ctrl,0.476530391131607
g0698,g0207,0.431492160377511
g0681,ctrl,0.530055160734987
g0256,ctrl,1.10403216497509
g0371,ctrl,0.455682249111833
g0784,ctrl,0.569860033263247
g0691,g0631,0.0004160829435006
g0787,ctrl,2.2296558349614
g0805,g0013,0.0
g0034,ctrl,0.0038892135302867
g0379,ctrl,0.721798777805124
g0285,ctrl,0.703386489178779
g0261,g0160,0.0084548812800815
g0922,g0061,1.0109710774323
g0195,ctrl,0.873032611934544
g0564,ctrl,0.637768259076505
g0520,g0257,1.06248978258708
g0696,ctrl,0.466739083251903
g0422,ctrl,1.23317542555682
g0927,g0805,0.52254342110411
g0022,g0228,1.17015486151883
g0552,ctrl,1.15890786783105
g0417,ctrl,1.08337850711229
g0261,ctrl,1.37739368566931
g0564,ctrl,1.77355917889858
g0773,g0379,1.51934757262688
g0761,g0707,0.609832854792913
g0160,g0241,0.791812456120658
g0109,ctrl,1.90595904734847
g0379,ctrl,0.642884588327848
g0186,g0216,0.0020124549374258
g0301,g0744,0.0063420482053084
g0761,g0157,0.609098512046785
g0884,ctrl,1.32436918479024
g0744,ctrl,0.742965600131454
g0612,ctrl,1.21884550956489
g0261,ctrl,1.28845566134421
g0638,ctrl,0.705336867181681
g0880,ctrl,0.937465428677563
g0681,g0751,0.67002748779757
g0147,g0160,1.07628315545503
g0844,g0957,0.0027808676074134
g0927,g0780,0.553431456111372
g0751,ctrl,2.01004337533664
g0957,ctrl,0.407228124254246
g0510,ctrl,0.0127934657684296
g0276,ctrl,1.16729395695773
g0965,ctrl,0.002718969663558
g0761,g0157,0.643070682435803
g0417,ctrl,0.938197692067839
g0835,ctrl,0.869274346502478
g0422,g0139,0.758202705641515
g0927,g0852,2.09739424694094
g0696,ctrl,1.33887265129314
g0345,ctrl,0.851606665638264
g0520,g0257,0.370158064845295
g0200,ctrl,0.0050149121026399
g0927,ctrl,1.17996746363757
g0852,g0422,0.548719500533997
g0927,g0805,0.753267033752904
g0345,g0552,1.41757446406592
g0022,g0228,0.976857325143166
g0186,g0228,0.688379495354872
g0852,g0034,2.07536313536102
g0136,ctrl,0.0072651408622622
g0022,g0228,0.576495849782135
g0013,g0495,0.903292659010726
g0957,ctrl,0.427243171938512
g0037,g0186,0.661547057098028
g0805,g0780,0.884700118421959
g0062,ctrl,0.771593854873527
g0922,g0061,0.442733681847423
g0671,g0784,0.620574413842228
g0200,g0605,0.0
g0520,ctrl,0.0
g0520,g0257,0.567371101695962
g0698,ctrl,1.064798881232
g0691,g0631,0.0
g0691,ctrl,0.0
g0852,ctrl,1.00773439718724
g0698,g0207,1.09187501672769
g0927,g0780,0.701220653671486
g0974,g0160,1.64096191426527
g0773,g0379,1.01001703486612
g0974,g0160,0.913809672062367
g0631,ctrl,1.51251623984872
g0304,ctrl,0.0041946422223436
g0974,g0160,0.488553115754568
g0301,g0612,0.911408779577721
g0422,g0139,0.930492885482225
g0085,ctrl,1.22148327297572
g0852,ctrl,0.579617130773861
g0787,ctrl,0.985506928977393
g0698,g0697,0.959548656381372
