p1,p2,exp
g0495,ctrl,1.91669092583861
g0261,g0760,0.0167305575962402
g0232,ctrl,1.20136112983926
g0083,g0599,1.61322918089496
g0461,ctrl,1.79606119936062
g0160,g0495,1.23746668413948
g0276,ctrl,2.28043575489323
g0147,g0241,1.18212259638103
g0200,g0605,1.35787266903482
g0761,g0157,2.37601113606738
g0013,g0495,1.88695343776697
g0101,ctrl,1.37784665375468
g0422,g0013,0.836015933939031
g0927,g0805,1.1176123982504
g0873,ctrl,2.20651429139301
g0157,ctrl,2.32365408054734
g0083,ctrl,1.59999935788398
g0200,ctrl,0.0065080532407966
g0564,ctrl,0.0
g0400,ctrl,2.11853545075908
g0698,g0207,2.15042666801977
g0744,ctrl,1.89937173970704
g0232,ctrl,1.60880363345275
g0924,g0034,1.49921363305141
g0707,g0157,1.62974752284861
g0262,ctrl,1.86854205101688
g0534,ctrl,2.13685078411384
g0638,ctrl,1.91285296036277
g0491,ctrl,1.21990176488196
g0261,g0013,1.33872908505262
g0844,g0957,1.27304797783709
g0965,g0655,2.02292879600174
g0974,g0160,2.27751711857858
g0852,ctrl,2.47361803458204
g0852,ctrl,1.83481817057337
g0256,ctrl,1.73511195900331
g0787,g0317,1.85707914251785
g0534,g0612,1.82311972350422
g0022,ctrl,2.4024940324324
g0160,g0495,2.37039055980918
g0013,ctrl,1.8449014464144
g0534,g0612,1.66211657654875
g0109,ctrl,2.28594516059124
g0379,ctrl,1.70665792799369
g0301,g0139,1.30501480527234
g0301,g0612,1.7547218369723
g0301,ctrl,2.06233861592882
g0844,ctrl,2.40500167614567
g0301,ctrl,1.95676171825458
g0422,g0139,1.20783480073574
g0013,ctrl,2.26028534276368
g0186,g0228,1.799089587452
g0422,g0612,1.5185277551858
g0510,ctrl,0.0008458951229587
g0195,ctrl,1.91766479134203
g0927,g0805,1.14399156190159
g0109,g0787,2.19791817746391
g0852,ctrl,0.004025664253801
g0147,ctrl,1.04786407584357
g0698,g0697,2.01947139433989
g0787,g0655,1.6645384689458
g0301,g0751,2.13215608055207
g0200,g0605,1.45964873653698
g0612,ctrl,1.5226846724821
g0317,g0655,2.23502780963533
g0186,g0868,1.3702102309864
g0698,g0062,2.07115005292807
g0844,ctrl,1.72858748561589
g0671,ctrl,1.58458909795772
g0083,g0633,1.8387458559166
g0787,g0655,2.03334957312641
g0256,ctrl,1.95128708243868
g0698,g0207,2.1137834450149
g0927,g0495,1.76587229896619
g0301,g0139,0.0
g0564,ctrl,1.6342913154072
g0200,ctrl,0.651781837459381
g0301,g0751,1.86683612063503
g0698,g0207,1.73789258278212
g0186,g0868,2.23735903428792
g0417,ctrl,1.93095861464639
g0965,g0655,2.15716710716772
g0534,g0612,1.62022131659602
g0285,ctrl,2.47603403800658
g0109,ctrl,2.35509533032828
g0262,ctrl,1.02958742382566
g0805,g0780,2.30024439069942
g0085,ctrl,1.9709342560868
g0232,ctrl,1.96122562186289
g0147,ctrl,1.97590450003988
g0241,ctrl,1.72398486239296
g0147,g0241,0.829505689794233
g0698,g0207,1.75703027996717
g0200,ctrl,1.1775880796164
g0083,g0633,1.11738691672134
g0262,ctrl,1.93366985520694
g0698,g0207,2.0233069200156
g0681,ctrl,1.6327437828332
g0256,ctrl,2.302706989303
g0371,ctrl,1.63865655461587
g0784,ctrl,1.8802993268683
g0691,g0631,2.10671534366118
g0787,ctrl,0.0
g0805,g0013,2.05096295039197
g0034,ctrl,2.09289874668593
g0379,ctrl,1.83107010902627
g0285,ctrl,1.76170352069039
g0261,g0160,0.0047660495871051
g0922,g0061,1.4841207654511
g0195,ctrl,1.32485067408734
g0564,ctrl,1.29693235908854
g0520,g0257,1.66391355875582
g0696,ctrl,1.93832359662849
g0422,ctrl,1.85126707947558
g0927,g0805,2.14139593237153
g0022,g0228,2.20447677139098
g0552,ctrl,1.37019686146247
g0417,ctrl,2.06852909213411
g0261,ctrl,0.906483342576087
g0564,ctrl,2.0630295118612
g0773,g0379,2.21154260433279
g0761,g0707,2.00687874048783
g0160,g0241,1.78373574017998
g0109,ctrl,1.05199076406499
g0379,ctrl,1.83860593424713
g0186,g0216,2.23107045649643
g0301,g0744,2.30544233778126
g0761,g0157,2.21767074262917
g0884,ctrl,1.35609845058057
g0744,ctrl,1.42648156529501
g0612,ctrl,1.75698042659942
g0261,ctrl,0.823606144353842
g0638,ctrl,2.72131248158581
g0880,ctrl,1.87198062891823
g0681,g0751,2.31672329495476
g0147,g0160,0.0101911183931506
g0844,g0957,0.0
g0927,g0780,2.44291642344467
g0751,ctrl,1.57427254106516
g0957,ctrl,1.51987317999601
g0510,ctrl,2.16767640667146
g0276,ctrl,2.03528127668255
g0965,ctrl,2.39845191925765
g0761,g0157,1.72045501148998
g0417,ctrl,2.22745574745519
g0835,ctrl,1.86107925640623
g0422,g0139,0.468169159268472
g0927,g0852,1.51646471381351
g0696,ctrl,1.99150409355258
g0345,ctrl,2.01077101073242
