p1,p2,exp
g0495,ctrl,3.43224896012638
g0261,g0760,2.36730019485389
g0232,ctrl,2.97363707353884
g0083,g0599,3.38873298503955
g0461,ctrl,3.42003606035457
g0160,g0495,3.25938319176426
g0276,ctrl,2.91383854588969
g0147,g0241,3.26976007733563
g0200,g0605,2.91494021195483
g0761,g0157,2.65796271318195
g0013,g0495,3.08094488803833
g0101,ctrl,2.37154266435424
g0422,g0013,2.76482779564507
g0927,g0805,3.34444511540594
g0873,ctrl,3.28216709798946
g0157,ctrl,2.16258651665158
g0083,ctrl,3.22795557116145
g0200,ctrl,2.7543944252847
g0564,ctrl,2.23605642079109
g0400,ctrl,2.89170641461986
g0698,g0207,3.60327117721339
g0744,ctrl,2.86224049753972
g0232,ctrl,2.61817567693049
g0924,g0034,3.29632892176148
g0707,g0157,2.93856007144139
g0262,ctrl,2.63758112225297
g0534,ctrl,2.99598410072115
g0638,ctrl,2.77891850390839
g0491,ctrl,2.59229749488397
g0261,g0013,2.42751411330757
g0844,g0957,2.30135810294364
g0965,g0655,2.90245760238047
g0974,g0160,2.81587731419191
g0852,ctrl,2.99633226324472
g0852,ctrl,3.1633968972761
g0256,ctrl,3.12012819176498
g0787,g0317,3.03769389064914
g0534,g0612,2.87178738363186
g0022,ctrl,2.68428964854321
g0160,g0495,2.72432806440367
g0013,ctrl,3.19080879567273
g0534,g0612,3.09476759041768
g0109,ctrl,3.34052955086964
g0379,ctrl,2.88128034741029
g0301,g0139,2.47557802175247
g0301,g0612,3.10792418775499
g0301,ctrl,2.67492058160992
g0844,ctrl,3.90324452368514
g0301,ctrl,2.57725271450303
g0422,g0139,2.66483948194485
g0013,ctrl,2.98652316202314
g0186,g0228,3.22922691429935
g0422,g0612,2.47115788820039
g0510,ctrl,3.00508174450229
g0195,ctrl,2.53009221563845
g0927,g0805,2.76145066655872
g0109,g0787,2.56630805002681
g0852,ctrl,2.82948398373469
g0147,ctrl,0.808569078928888
g0698,g0697,2.83836744380547
g0787,g0655,2.49426729019949
g0301,g0751,2.99140898953577
g0200,g0605,2.58642966907372
g0612,ctrl,3.41647326270136
g0317,g0655,2.86108805401863
g0186,g0868,2.96177404799178
g0698,g0062,2.59122893238937
g0844,ctrl,3.86939068973381
g0671,ctrl,2.47791330539989
g0083,g0633,3.50903787840414
g0787,g0655,2.7066478611124
g0256,ctrl,2.32240804906945
g0698,g0207,3.34965266868739
g0927,g0495,2.99812739181799
g0301,g0139,2.27799524026342
g0564,ctrl,2.81081541911491
g0200,ctrl,3.28521715069021
g0301,g0751,2.8176392885374
g0698,g0207,3.37688459516148
g0186,g0868,3.12638321777315
g0417,ctrl,2.98596554238151
g0965,g0655,3.60075999430004
g0534,g0612,2.60920471176639
g0285,ctrl,2.92741075470698
g0109,ctrl,2.84017127295493
g0262,ctrl,2.70044948970577
g0805,g0780,3.15247499853805
g0085,ctrl,2.66793774283383
g0232,ctrl,3.50434793426751
g0147,ctrl,3.70179394730917
g0241,ctrl,3.08850815906117
g0147,g0241,3.01763247175344
g0698,g0207,2.85633974590771
g0200,ctrl,3.07615846610932
g0083,g0633,3.29712410602283
g0262,ctrl,3.22734720353933
g0698,g0207,3.0151917667753
g0681,ctrl,2.47573444737504
g0256,ctrl,3.08849663109375
g0371,ctrl,2.94915679976879
g0784,ctrl,3.11643786414304
g0691,g0631,3.15007008174974
g0787,ctrl,2.770564690538
g0805,g0013,3.1810660221512
g0034,ctrl,3.02195069135622
g0379,ctrl,2.52190668639227
g0285,ctrl,3.2507063940975
g0261,g0160,2.52472370161026
g0922,g0061,3.52878083883043
g0195,ctrl,2.35051674345894
g0564,ctrl,2.27879861629108
g0520,g0257,2.54524270444421
g0696,ctrl,3.19459313519193
g0422,ctrl,3.29272541580211
