p1,p2,exp
g0495,ctrl,0.699831645825707
g0261,g0760,0.0
g0232,ctrl,0.0166503708551577
g0083,g0599,0.0
g0461,ctrl,0.0022164743043881
g0160,g0495,0.0006797233970605
g0276,ctrl,0.0041706185307237
g0147,g0241,0.0
g0200,g0605,0.0
g0761,g0157,0.0020313827299716
g0013,g0495,0.0
g0101,ctrl,0.0
g0422,g0013,0.0012640397417088
g0927,g0805,0.0
g0873,ctrl,0.0
g0157,ctrl,0.0080745212578861
g0083,ctrl,0.0
g0200,ctrl,0.0
g0564,ctrl,0.0
g0400,ctrl,0.560743368456696
g0698,g0207,0.0
g0744,ctrl,0.667139275431042
g0232,ctrl,0.008474917546865
g0924,g0034,0.0050896497604552
g0707,g0157,0.0055738095949921
g0262,ctrl,0.0
g0534,ctrl,0.0226231952225337
g0638,ctrl,0.673315209328201
g0491,ctrl,0.0
g0261,g0013,0.0210887299550049
g0844,g0957,0.0
g0965,g0655,0.439663615975517
g0974,g0160,0.365382772654597
g0852,ctrl,0.0
g0852,ctrl,0.0007253596676186
g0256,ctrl,0.0056184182751187
g0787,g0317,0.0
g0534,g0612,0.0015445338807569
g0022,ctrl,0.0081439126564129
g0160,g0495,0.0105640379868278
g0013,ctrl,0.528055853048744
g0534,g0612,0.0
g0109,ctrl,0.012142736809641
g0379,ctrl,0.0109720406475205
g0301,g0139,0.608768103749219
g0301,g0612,0.0027560617001829
g0301,ctrl,0.0053185762768817
g0844,ctrl,0.0
g0301,ctrl,0.0038605642825235
g0422,g0139,0.0054718975207818
g0013,ctrl,0.406384099887107
g0186,g0228,0.0
g0422,g0612,0.0040539023573594
g0510,ctrl,0.0
g0195,ctrl,0.0194902315446766
g0927,g0805,0.549202241330347
g0109,g0787,0.021901929480983
g0852,ctrl,0.0056314453081778
g0147,ctrl,0.0
g0698,g0697,0.0148125251845538
g0787,g0655,0.0
g0301,g0751,0.0
g0200,g0605,0.0
g0612,ctrl,0.0
g0317,g0655,0.0
g0186,g0868,0.0039504565859201
g0698,g0062,0.0
g0844,ctrl,0.0017113864611367
g0671,ctrl,0.0
g0083,g0633,0.012197107005993
g0787,g0655,0.0045909973463612
g0256,ctrl,0.0
g0698,g0207,0.0101609203700939
g0927,g0495,0.0
g0301,g0139,0.0
g0564,ctrl,0.006931397983314
g0200,ctrl,0.0
g0301,g0751,0.0071390425402427
g0698,g0207,0.489871450954334
g0186,g0868,0.0002984113947651
g0417,ctrl,0.0
g0965,g0655,0.0
g0534,g0612,0.0202467295878292
g0285,ctrl,0.0
g0109,ctrl,0.449449070804719
g0262,ctrl,0.0192485737943216
g0805,g0780,0.506147041371769
g0085,ctrl,0.0
g0232,ctrl,0.0
g0147,ctrl,0.0081092292879781
g0241,ctrl,0.0
g0147,g0241,0.0074130867183506
g0698,g0207,0.0
g0200,ctrl,0.0
g0083,g0633,0.0
g0262,ctrl,0.0
g0698,g0207,0.441214693617949
g0681,ctrl,0.0
g0256,ctrl,0.0
g0371,ctrl,0.0
g0784,ctrl,0.0004358338577518
g0691,g0631,0.0081659103091124
g0787,ctrl,0.0381103475387854
g0805,g0013,0.0
g0034,ctrl,0.0
g0379,ctrl,0.721606504976427
g0285,ctrl,0.0
g0261,g0160,0.0015927130139986
g0922,g0061,0.0
g0195,ctrl,0.0064568115592918
g0564,ctrl,0.0
g0520,g0257,0.0128124493806699
g0696,ctrl,0.0132826107781551
g0422,ctrl,0.0052676691333835
g0927,g0805,0.0084078787185052
g0022,g0228,0.0
g0552,ctrl,0.0013833453997362
g0417,ctrl,0.0130677229720833
g0261,ctrl,0.0
g0564,ctrl,0.0
g0773,g0379,0.0059587627018873
g0761,g0707,0.592180106665377
g0160,g0241,0.0104813490687621
g0109,ctrl,0.0
g0379,ctrl,0.0
g0186,g0216,0.592848305336509
g0301,g0744,0.0
g0761,g0157,0.0
