p1,p2,exp
g0495,ctrl,0.0001776032482559
g0261,g0760,0.0051000955548624
g0232,ctrl,0.0143653637895811
g0083,g0599,0.0
g0461,ctrl,0.0176763879612822
g0160,g0495,0.0043746490936622
g0276,ctrl,0.0170106054970525
g0147,g0241,0.0015424139716611
g0200,g0605,0.00558265385073
g0761,g0157,0.614020898968568
g0013,g0495,0.0085509992324127
g0101,ctrl,0.009290935670723
g0422,g0013,0.48623461589793
g0927,g0805,0.0
g0873,ctrl,0.92320048732942
g0157,ctrl,0.0001578423965387
g0083,ctrl,0.0033976384291455
g0200,ctrl,0.0
g0564,ctrl,0.0
g0400,ctrl,0.0
g0698,g0207,0.0052083015443416
g0744,ctrl,0.386374545318516
g0232,ctrl,0.0039296796108233
g0924,g0034,0.763969058785401
g0707,g0157,0.0163471649983518
g0262,ctrl,0.0
g0534,ctrl,0.010811169284142
g0638,ctrl,0.0
g0491,ctrl,0.587867495129365
g0261,g0013,0.0057447570125565
g0844,g0957,0.831706014133912
g0965,g0655,0.0130719413980569
g0974,g0160,0.0
g0852,ctrl,0.0017871124798811
g0852,ctrl,0.0
g0256,ctrl,0.0207786780032308
g0787,g0317,0.0075003930680997
g0534,g0612,0.0
g0022,ctrl,0.0105203800323803
g0160,g0495,0.0132907533649774
g0013,ctrl,0.861627136515132
g0534,g0612,0.0
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.648863735845173
g0301,g0612,0.0023208673940399
g0301,ctrl,0.0169911241044074
g0844,ctrl,0.411156123161347
g0301,ctrl,0.0057522554366074
g0422,g0139,0.0048383501621105
g0013,ctrl,0.0025403636702031
g0186,g0228,0.393726366554465
g0422,g0612,0.0006889316689154
g0510,ctrl,0.000888234371418
g0195,ctrl,0.0
g0927,g0805,0.0
g0109,g0787,0.0028685085064868
g0852,ctrl,0.0126663223315475
g0147,ctrl,0.0
g0698,g0697,0.443708789661436
g0787,g0655,0.0102362758571333
g0301,g0751,0.0
g0200,g0605,0.601252937679062
g0612,ctrl,0.0
g0317,g0655,0.0
g0186,g0868,0.0179846733012305
g0698,g0062,0.007721624475448
g0844,ctrl,0.0073783480454846
g0671,ctrl,0.0024427928561214
g0083,g0633,0.0
g0787,g0655,0.902316124902102
g0256,ctrl,0.0
g0698,g0207,0.007854375967096
g0927,g0495,0.0162735005200945
g0301,g0139,0.0085304101309731
g0564,ctrl,0.0123572746654474
g0200,ctrl,0.0
g0301,g0751,0.393631113496931
g0698,g0207,0.0084407161774376
g0186,g0868,0.0001899843627895
g0417,ctrl,0.0058946024047751
g0965,g0655,0.0
g0534,g0612,0.511851074660856
g0285,ctrl,0.0
g0109,ctrl,0.0129000532394441
g0262,ctrl,0.0
g0805,g0780,0.0111553250015112
g0085,ctrl,0.0125309834546222
g0232,ctrl,1.70359801766024e-06
g0147,ctrl,0.473236428041264
g0241,ctrl,0.0
g0147,g0241,0.0152076209132121
g0698,g0207,0.0
g0200,ctrl,0.744484928992723
g0083,g0633,0.0042707937804119
g0262,ctrl,0.0
g0698,g0207,0.0031895807742928
g0681,ctrl,0.506699189314506
g0256,ctrl,0.512993056141022
g0371,ctrl,0.0
g0784,ctrl,0.0
g0691,g0631,0.0
g0787,ctrl,0.0
g0805,g0013,0.0
g0034,ctrl,0.0
g0379,ctrl,0.722246370492442
g0285,ctrl,0.0
g0261,g0160,0.0
g0922,g0061,0.0
g0195,ctrl,0.003109475525055
g0564,ctrl,0.0
g0520,g0257,0.0204244918494454
g0696,ctrl,0.46989066047047
g0422,ctrl,0.0
g0927,g0805,0.005916960875614
g0022,g0228,0.0
g0552,ctrl,0.541329958507976
g0417,ctrl,0.0
g0261,ctrl,0.0079594471891683
g0564,ctrl,0.0
g0773,g0379,0.0
g0761,g0707,0.0
g0160,g0241,0.0157327601704199
g0109,ctrl,0.0
g0379,ctrl,0.0128272549418211
g0186,g0216,0.0
g0301,g0744,0.0075661182487022
g0761,g0157,0.597124864905256
g0884,ctrl,0.0
g0744,ctrl,0.0
g0612,ctrl,0.0
g0261,ctrl,0.0091639664138977
g0638,ctrl,0.0
g0880,ctrl,0.0
g0681,g0751,0.0018626162132899
g0147,g0160,0.0
g0844,g0957,0.0089684523297597
g0927,g0780,0.0008209296227441
g0751,ctrl,0.0015025119537765
g0957,ctrl,0.405488650093069
g0510,ctrl,0.0
g0276,ctrl,0.551963620585427
g0965,ctrl,0.0247970707140084
g0761,g0157,0.632799292813336
g0417,ctrl,0.0
g0835,ctrl,0.0
g0422,g0139,0.0
g0927,g0852,0.0010315152486194
g0696,ctrl,0.0114729470997565
g0345,ctrl,0.0092718700927169
g0520,g0257,0.366473287616833
g0200,ctrl,0.0
g0927,ctrl,0.0003124021233098
g0852,g0422,0.0089830502328136
g0927,g0805,0.752117380893314
g0345,g0552,0.0
g0022,g0228,0.0003644775853857
g0186,g0228,0.425414203125178
g0852,g0034,0.620238184104658
g0136,ctrl,0.0
g0022,g0228,0.0
g0013,g0495,0.409616599701255
g0957,ctrl,0.0014741979353814
g0037,g0186,0.383778909590963
g0805,g0780,0.0028409935949447
g0062,ctrl,0.0041548582333054
g0922,g0061,0.0105873730208759
g0671,g0784,0.607750862935523
g0200,g0605,0.0
g0520,ctrl,0.0
g0520,g0257,0.0
g0698,ctrl,0.0059526334721361
g0691,g0631,0.0
g0691,ctrl,0.445855295055422
g0852,ctrl,0.0108385737270679
g0698,g0207,0.0
g0927,g0780,0.0079504708551942
g0974,g0160,0.0
g0773,g0379,0.0
g0974,g0160,0.0
g0631,ctrl,0.0
g0304,ctrl,0.001069944772441
g0974,g0160,0.0
g0301,g0612,0.388912808653179
g0422,g0139,0.0
g0085,ctrl,0.970213850685374
g0852,ctrl,0.0077010985149018
g0787,ctrl,0.612278252015807
g0698,g0697,0.428366563060437
g0843,ctrl,0.439350685540972
g0261,ctrl,1.02094463396783
g0040,ctrl,0.0043235359301931
g0843,ctrl,0.789496415853556
g0844,g0957,0.0
g0037,ctrl,0.0
g0085,ctrl,0.0
g0136,ctrl,0.0
g0228,g0827,0.0
g0013,g0139,0.0098450463808079
g0228,g0827,0.0
g0422,g0301,0.0135894650133207
g0261,g0760,0.0
g0827,ctrl,0.756359637314809
g0805,ctrl,0.0
g0773,g0261,0.27019982342168
g0262,ctrl,0.0
g0534,ctrl,0.564862174313844
g0520,g0257,0.0
g0835,ctrl,0.0025818280078865
g0422,g0013,0.561984041327039
g0927,g0827,0.0007967531120556
g0805,ctrl,0.0002131974816795
g0147,g0160,0.0113254339103714
g0136,ctrl,0.0
g0084,ctrl,0.284143055948111
g0422,g0301,0.0052221786878257
g0062,ctrl,0.665307483845436
g0040,ctrl,1.08963203172136
g0229,ctrl,0.0
g0186,ctrl,0.0
g0868,ctrl,0.0173975626515771
g0404,ctrl,0.0046467862371678
g0989,ctrl,0.0
g0422,g0301,0.0
g0422,g0612,0.0118652100210885
g0317,ctrl,0.0175823173797257
g0787,g0317,0.0
g0216,ctrl,0.0
g0805,g0013,0.0054987719460025
g0040,ctrl,0.592228126179571
