p1,p2,exp
g0495,ctrl,0.688386647745073
g0261,g0760,1.89114172001645
g0232,ctrl,0.0
g0083,g0599,1.07128557445341
g0461,ctrl,0.428210426312444
g0160,g0495,1.24364824425204
g0276,ctrl,0.468543624053271
g0147,g0241,1.70082404082354
g0200,g0605,0.0
g0761,g0157,0.0
g0013,g0495,0.953826631589527
g0101,ctrl,0.0050083512510771
g0422,g0013,0.0
g0927,g0805,0.0
g0873,ctrl,0.394519250045472
g0157,ctrl,0.0
g0083,ctrl,0.627945627475584
g0200,ctrl,0.0029233178302206
g0564,ctrl,1.10382027026516
g0400,ctrl,0.0079481204651407
g0698,g0207,0.451588295777729
g0744,ctrl,0.388709858166482
g0232,ctrl,0.955675194646446
g0924,g0034,0.0041063327794966
g0707,g0157,0.37696181189564
g0262,ctrl,0.0
g0534,ctrl,0.0053104514362674
g0638,ctrl,0.682272961100777
g0491,ctrl,0.0
g0261,g0013,0.0
g0844,g0957,0.0
g0965,g0655,0.759831651973886
g0974,g0160,0.377062385440495
g0852,ctrl,0.570073266191416
g0852,ctrl,0.421727983162791
g0256,ctrl,0.512752569177311
g0787,g0317,0.457994182818729
g0534,g0612,0.0
g0022,ctrl,0.536718810171911
g0160,g0495,1.55027125348421
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.0
g0301,g0612,0.0
g0301,ctrl,0.0
g0844,ctrl,0.411792102260379
g0301,ctrl,0.700877988389288
g0422,g0139,0.0
g0013,ctrl,0.018085147845353
g0186,g0228,0.664954285929426
g0422,g0612,0.466833807414776
g0510,ctrl,0.0222277465891207
g0195,ctrl,0.431532007143501
g0927,g0805,0.0
g0109,g0787,0.0
g0852,ctrl,0.0027819623691602
g0147,ctrl,0.0080622792596256
g0698,g0697,0.0
g0787,g0655,0.0088805756952509
g0301,g0751,0.0018957111602671
g0200,g0605,0.605344406413682
g0612,ctrl,0.008565261946236
g0317,g0655,0.0056194315305188
g0186,g0868,0.0026862093037281
g0698,g0062,0.0
g0844,ctrl,0.0086152993352109
g0671,ctrl,0.565383513639886
g0083,g0633,1.41285576283334
g0787,g0655,0.0086259943572055
g0256,ctrl,1.10086289509671
g0698,g0207,0.0023745637207209
g0927,g0495,0.966649004219291
g0301,g0139,0.0
g0564,ctrl,0.706641794255649
g0200,ctrl,0.652946654093763
g0301,g0751,0.404481607191593
g0698,g0207,0.498841328557015
g0186,g0868,0.0
g0417,ctrl,0.0078993111611607
g0965,g0655,0.0
g0534,g0612,0.0
g0285,ctrl,0.0
g0109,ctrl,0.427489728113697
g0262,ctrl,0.0
g0805,g0780,0.0
g0085,ctrl,0.0
g0232,ctrl,0.0166545246617011
g0147,ctrl,0.0158487719425508
g0241,ctrl,0.763014799014622
g0147,g0241,0.0047642099146809
g0698,g0207,0.470485028669685
g0200,ctrl,1.17224127251121
g0083,g0633,1.10880290717147
g0262,ctrl,0.0040040239445393
g0698,g0207,0.443899420347836
g0681,ctrl,0.522553782982957
g0256,ctrl,0.521289153911014
g0371,ctrl,0.0
g0784,ctrl,0.0
g0691,g0631,0.0
g0787,ctrl,0.0042910666629693
g0805,g0013,0.660741655671127
g0034,ctrl,0.479155298448205
g0379,ctrl,0.736742326756748
g0285,ctrl,0.421441163417686
g0261,g0160,1.89695162136084
g0922,g0061,0.461857462280568
g0195,ctrl,0.861067509838954
g0564,ctrl,0.0084353854958214
g0520,g0257,0.0213297974236277
g0696,ctrl,1.012990469152
g0422,ctrl,0.399827473855113
g0927,g0805,0.865540803918863
g0022,g0228,0.0179219260379083
g0552,ctrl,0.533374095738365
g0417,ctrl,0.692860109397433
g0261,ctrl,0.0
g0564,ctrl,1.07373811181349
g0773,g0379,0.786070506926425
g0761,g0707,0.0
g0160,g0241,0.0032840524473792
g0109,ctrl,1.06605738518503
g0379,ctrl,0.623076245281653
g0186,g0216,0.0
g0301,g0744,0.0
g0761,g0157,0.0237399148452164
g0884,ctrl,0.887778849439566
g0744,ctrl,0.434720445569811
g0612,ctrl,0.0146018624297993
g0261,ctrl,1.29796854203837
g0638,ctrl,0.718965502068417
g0880,ctrl,0.0098571205745014
g0681,g0751,0.680700382899744
g0147,g0160,0.0
g0844,g0957,0.0
g0927,g0780,0.0
g0751,ctrl,0.0062764768641448
g0957,ctrl,0.0034017079216601
g0510,ctrl,0.0028816814832268
g0276,ctrl,0.567849776764178
g0965,ctrl,0.0
g0761,g0157,0.642722630017679
g0417,ctrl,0.571234067356349
g0835,ctrl,0.659309677061798
g0422,g0139,1.14485872274476
g0927,g0852,0.0098291283187465
g0696,ctrl,0.0009251092517075
g0345,ctrl,0.0055792566161197
g0520,g0257,0.0194522888284986
g0200,ctrl,0.887087884300323
g0927,ctrl,0.569761535745497
g0852,g0422,0.0
g0927,g0805,0.0039181306874461
g0345,g0552,0.0
g0022,g0228,0.959616600491529
g0186,g0228,0.908008577047057
g0852,g0034,0.0
g0136,ctrl,0.0140346148903852
g0022,g0228,0.0136735911297657
g0013,g0495,0.68051119574086
g0957,ctrl,0.0
g0037,g0186,0.0056133230912793
g0805,g0780,0.0049048257408685
g0062,ctrl,0.0057883559048427
g0922,g0061,0.741505509697891
g0671,g0784,0.611568574402372
g0200,g0605,0.0
g0520,ctrl,0.527173786152378
g0520,g0257,0.0
g0698,ctrl,0.393400950786433
g0691,g0631,0.646323400932046
g0691,ctrl,0.0
g0852,ctrl,0.628624332591704
g0698,g0207,0.325212829903917
g0927,g0780,0.0
g0974,g0160,1.8101425159223
g0773,g0379,0.452284232171222
g0974,g0160,0.563938040741446
g0631,ctrl,0.629263509317322
g0304,ctrl,0.658472647931132
g0974,g0160,0.0
g0301,g0612,0.405146100215565
g0422,g0139,0.0046677868454328
g0085,ctrl,0.59846167145027
g0852,ctrl,0.0066780155222028
g0787,ctrl,0.982494261035559
g0698,g0697,0.418082704599723
g0843,ctrl,0.0284435200847606
g0261,ctrl,1.00074963185343
g0040,ctrl,0.429880922148308
g0843,ctrl,0.0
g0844,g0957,0.579122979317574
g0037,ctrl,0.547836366777516
g0085,ctrl,1.48411929531521
g0136,ctrl,0.0
g0228,g0827,0.0
g0013,g0139,0.0
g0228,g0827,0.56756013197013
g0422,g0301,0.593829093510605
g0261,g0760,0.980242613199955
g0827,ctrl,0.0
g0805,ctrl,1.04970817152053
g0773,g0261,0.485734023804239
g0262,ctrl,1.78167757904191
g0534,ctrl,0.0110183308391283
g0520,g0257,0.295607083760723
g0835,ctrl,0.0
g0422,g0013,0.551953213108538
g0927,g0827,0.0057207290379774
g0805,ctrl,0.75472186603301
g0147,g0160,0.0001815038137152
g0136,ctrl,0.546478317629427
g0084,ctrl,0.26730640263271
g0422,g0301,0.0016261992339447
g0062,ctrl,0.0
g0040,ctrl,0.0
g0229,ctrl,0.0089931608587676
g0186,ctrl,0.822074952781943
g0868,ctrl,0.001353964104038
