p1,p2,exp
g0495,ctrl,0.009317486499893
g0261,g0760,0.0
g0232,ctrl,0.0
g0083,g0599,0.0
g0461,ctrl,0.0
g0160,g0495,0.0060570110206345
g0276,ctrl,0.01361811143924
g0147,g0241,0.020024264121798
g0200,g0605,0.0065999073523964
g0761,g0157,0.006046056721591
g0013,g0495,0.0054604571705953
g0101,ctrl,0.0
g0422,g0013,0.0
g0927,g0805,0.0
g0873,ctrl,0.0031386107737506
g0157,ctrl,0.0099154793621291
g0083,ctrl,0.004444014570961
g0200,ctrl,0.0001935805217654
g0564,ctrl,0.0
g0400,ctrl,0.0
g0698,g0207,0.0
g0744,ctrl,0.0
g0232,ctrl,0.0
g0924,g0034,0.0
g0707,g0157,0.013245006951258
g0262,ctrl,0.0022281224434695
g0534,ctrl,0.0
g0638,ctrl,0.0
g0491,ctrl,0.0
g0261,g0013,0.0099998149934266
g0844,g0957,0.0031770967345939
g0965,g0655,0.0135958199736027
g0974,g0160,0.0096949114530334
g0852,ctrl,0.0032722486138972
g0852,ctrl,0.0132192060646302
g0256,ctrl,0.0080111782059227
g0787,g0317,0.0015187233607861
g0534,g0612,0.0074830610247749
g0022,ctrl,0.0
g0160,g0495,0.0221054026235201
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.0028572726959453
g0301,g0612,0.0
g0301,ctrl,0.0054334132678174
g0844,ctrl,6.52086184678724e-05
g0301,ctrl,0.0011157867596402
g0422,g0139,0.0
g0013,ctrl,0.0025545949040468
g0186,g0228,0.0
g0422,g0612,0.0
g0510,ctrl,0.0
g0195,ctrl,0.0
g0927,g0805,0.0026224904845355
g0109,g0787,0.0
g0852,ctrl,0.0
g0147,ctrl,0.0065948769937054
g0698,g0697,0.0
g0787,g0655,0.0058083416966033
g0301,g0751,0.0
g0200,g0605,0.0061303117480008
g0612,ctrl,0.0053168790723359
g0317,g0655,0.0
g0186,g0868,0.0
g0698,g0062,0.0
g0844,ctrl,0.0198831100706152
g0671,ctrl,0.0051468313425651
g0083,g0633,0.0
g0787,g0655,0.0
g0256,ctrl,0.0
g0698,g0207,0.0003064634587504
g0927,g0495,0.0
g0301,g0139,0.0
g0564,ctrl,0.0
g0200,ctrl,0.0
g0301,g0751,0.0
g0698,g0207,0.0
g0186,g0868,0.0006010525562348
g0417,ctrl,0.0196433359868738
g0965,g0655,0.0
g0534,g0612,0.0
g0285,ctrl,0.0
g0109,ctrl,0.0019103135600378
g0262,ctrl,0.0200839711231281
g0805,g0780,0.0019505816012227
g0085,ctrl,0.0
g0232,ctrl,0.0
g0147,ctrl,0.0
g0241,ctrl,0.0138218873450399
g0147,g0241,0.0094185649932372
g0698,g0207,0.0
g0200,ctrl,0.0
g0083,g0633,0.0108672456314667
g0262,ctrl,0.0086554968243213
g0698,g0207,0.0100509994459376
g0681,ctrl,0.0099226347749134
g0256,ctrl,0.0
g0371,ctrl,0.0
g0784,ctrl,0.0
g0691,g0631,0.0
g0787,ctrl,0.0
g0805,g0013,0.0
g0034,ctrl,0.01606720966022
