p1,p2,exp
g0495,ctrl,0.0080075395433817
g0261,g0760,0.0009018696670227
g0232,ctrl,0.0010233687269369
g0083,g0599,0.0
g0461,ctrl,0.436930770533097
g0160,g0495,0.0
g0276,ctrl,0.0038035131592193
g0147,g0241,0.0
g0200,g0605,0.0
g0761,g0157,0.0140731652637196
g0013,g0495,0.0105239935814562
g0101,ctrl,0.0
g0422,g0013,0.494131779466616
g0927,g0805,0.0
g0873,ctrl,0.0
g0157,ctrl,0.926509955074545
g0083,ctrl,0.0
g0200,ctrl,0.0008926563884889
g0564,ctrl,0.0107306074243242
g0400,ctrl,0.0
g0698,g0207,0.471498215319771
g0744,ctrl,0.0
g0232,ctrl,0.0008527869844824
g0924,g0034,1.21586796347058
g0707,g0157,0.0049636054320311
g0262,ctrl,0.0107052632958223
g0534,ctrl,0.0
g0638,ctrl,0.0
g0491,ctrl,0.0039503808914326
g0261,g0013,0.472046872188688
g0844,g0957,0.0143718533569778
g0965,g0655,1.04220558766539
g0974,g0160,0.0150930960959727
g0852,ctrl,0.0
g0852,ctrl,0.0073650220806394
g0256,ctrl,0.508537653401071
g0787,g0317,0.798902100180455
g0534,g0612,0.643750844336868
g0022,ctrl,0.547047764150555
g0160,g0495,0.0
g0013,ctrl,0.0161152925126473
g0534,g0612,0.0
g0109,ctrl,0.683672982706827
g0379,ctrl,0.950734968344279
g0301,g0139,0.0
g0301,g0612,0.447968164748235
g0301,ctrl,0.0072120636921709
g0844,ctrl,0.0
g0301,ctrl,1.10389057050375
g0422,g0139,0.0
g0013,ctrl,0.39245672421995
g0186,g0228,0.372190505370336
g0422,g0612,0.0064337850428345
g0510,ctrl,0.0106366026322526
g0195,ctrl,0.966205545846148
g0927,g0805,0.0
g0109,g0787,0.0
g0852,ctrl,0.0207383464656551
g0147,ctrl,0.488597984171291
g0698,g0697,0.988348644081903
g0787,g0655,0.0115653947138929
g0301,g0751,0.908160767619531
g0200,g0605,0.0
g0612,ctrl,0.0
g0317,g0655,0.596170361988963
g0186,g0868,0.0
g0698,g0062,0.0
g0844,ctrl,0.0029649271639674
g0671,ctrl,0.952831768132833
g0083,g0633,0.923509842729708
g0787,g0655,0.0132321082279601
g0256,ctrl,0.0088772263883832
g0698,g0207,0.0102338274124918
g0927,g0495,0.0
g0301,g0139,0.0062959765991046
g0564,ctrl,0.0
g0200,ctrl,0.0
g0301,g0751,0.0047638764409037
g0698,g0207,0.0032286512885905
g0186,g0868,0.792396363835938
g0417,ctrl,0.600155589030456
g0965,g0655,0.567363659695741
g0534,g0612,0.840405036280016
g0285,ctrl,0.0
g0109,ctrl,0.418215370205377
g0262,ctrl,0.0
g0805,g0780,0.0
g0085,ctrl,0.0
g0232,ctrl,0.0097118106819623
g0147,ctrl,0.473563990903359
g0241,ctrl,0.774658125006025
g0147,g0241,0.0
g0698,g0207,0.012418236024105
g0200,ctrl,0.751985989284782
g0083,g0633,0.73847200169244
g0262,ctrl,0.281193157790194
g0698,g0207,0.0
g0681,ctrl,0.543593512042945
g0256,ctrl,0.0
g0371,ctrl,0.463625379397345
g0784,ctrl,0.58103238518387
g0691,g0631,0.842478268653147
g0787,ctrl,0.0
g0805,g0013,0.0
g0034,ctrl,0.0114319385132851
g0379,ctrl,0.0
g0285,ctrl,0.0
g0261,g0160,0.0029579696646004
g0922,g0061,0.0024742690808672
g0195,ctrl,0.0
g0564,ctrl,1.27860364721779
g0520,g0257,0.0081742192718991
g0696,ctrl,0.465457778366786
g0422,ctrl,0.0
g0927,g0805,0.0017881637295131
g0022,g0228,0.0058908553675727
g0552,ctrl,0.0063377216761773
g0417,ctrl,0.0
g0261,ctrl,0.0036739338455958
g0564,ctrl,0.0007547873461598
g0773,g0379,0.775076751127468
g0761,g0707,0.0
g0160,g0241,0.003069596680062
g0109,ctrl,0.0063937774773308
g0379,ctrl,0.006199245994331
g0186,g0216,0.0
g0301,g0744,1.03059325700221
g0761,g0157,0.0
g0884,ctrl,0.0
g0744,ctrl,0.726183274634594
g0612,ctrl,0.769654847097055
g0261,ctrl,0.0181496570503412
g0638,ctrl,0.0088020285517056
g0880,ctrl,0.571985829024997
g0681,g0751,0.402761405461131
g0147,g0160,0.0013472624876861
g0844,g0957,0.0
g0927,g0780,0.0035856699417197
g0751,ctrl,1.80424837002183
g0957,ctrl,0.402958922014267
g0510,ctrl,0.0
g0276,ctrl,0.561010757206796
g0965,ctrl,0.0036542715119519
g0761,g0157,0.648800111209988
g0417,ctrl,0.567093993974944
g0835,ctrl,0.0
g0422,g0139,0.0022975847965571
g0927,g0852,0.801871556752151
g0696,ctrl,0.0021023893939918
g0345,ctrl,0.370973019501193
g0520,g0257,0.646707709253106
g0200,ctrl,0.0
g0927,ctrl,0.0173240707254331
g0852,g0422,0.009831221061647
g0927,g0805,0.0129343382451278
g0345,g0552,1.39711962634052
g0022,g0228,0.0
g0186,g0228,0.0026084011118878
g0852,g0034,0.0
g0136,ctrl,0.0031676389936855
g0022,g0228,0.0
g0013,g0495,0.389100909523913
g0957,ctrl,0.0
g0037,g0186,0.0073353067224958
g0805,g0780,0.0
g0062,ctrl,0.0
g0922,g0061,0.0
g0671,g0784,0.0009298898830974
g0200,g0605,0.0040716358309777
g0520,ctrl,0.54963553481997
g0520,g0257,0.0130984673596714
g0698,ctrl,0.0087681386130102
g0691,g0631,0.0
g0691,ctrl,0.0
g0852,ctrl,0.335757737410278
g0698,g0207,0.0003266666796196
g0927,g0780,0.669236253888965
g0974,g0160,0.70726130160253
g0773,g0379,0.0182334838353186
g0974,g0160,0.548569146831149
g0631,ctrl,0.617668160530349
g0304,ctrl,0.0
g0974,g0160,0.0188606816248553
g0301,g0612,0.40851802276306
g0422,g0139,0.0
g0085,ctrl,0.0219961637891312
g0852,ctrl,0.0
g0787,ctrl,0.0
g0698,g0697,0.0062658899903572
g0843,ctrl,0.0
g0261,ctrl,0.0034023941842471
g0040,ctrl,0.430635060039132
g0843,ctrl,0.0038378131185216
g0844,g0957,0.582583859648919
g0037,ctrl,0.0
g0085,ctrl,0.0305509685924424
g0136,ctrl,0.0
g0228,g0827,0.664988110096787
g0013,g0139,0.936087431849786
g0228,g0827,0.566861642442081
g0422,g0301,0.0114020329192362
g0261,g0760,0.9718677482512
g0827,ctrl,0.0
g0805,ctrl,0.654748856189115
g0773,g0261,0.291482855351915
g0262,ctrl,0.979730543524235
g0534,ctrl,0.0
g0520,g0257,0.0024977123215308
g0835,ctrl,0.0015651678261805
g0422,g0013,0.0118893457594352
g0927,g0827,1.10986074773874
g0805,ctrl,0.0
g0147,g0160,0.0043398013340998
g0136,ctrl,0.0
g0084,ctrl,0.491281099818849
g0422,g0301,0.0
g0062,ctrl,0.0
g0040,ctrl,0.0
g0229,ctrl,0.0
g0186,ctrl,0.514096951941908
g0868,ctrl,0.670972972960127
g0404,ctrl,0.40121769611532
g0989,ctrl,0.0063233558362947
g0422,g0301,0.0
g0422,g0612,1.02008681816334
g0317,ctrl,0.434311994455872
g0787,g0317,0.0
g0216,ctrl,0.487364752939504
g0805,g0013,0.0
g0040,ctrl,0.0061712106684712
g0671,ctrl,0.0
g0079,ctrl,0.694708665033934
g0681,ctrl,0.0
g0852,ctrl,0.0
g0261,g0760,0.0
g0633,ctrl,0.0
g0552,ctrl,0.0
g0422,g0013,0.0
g0257,ctrl,0.0069652822469125
g0784,ctrl,0.484762490891186
g0022,g0228,0.0219306631728145
g0087,ctrl,0.0120253684348342
g0084,ctrl,0.0031615063722888
g0880,g0744,0.0151835074738765
g0698,g0062,0.0
g0780,ctrl,0.0
g0147,ctrl,0.856887134242163
g0599,ctrl,0.0111461287243816
g0631,ctrl,0.0
g0022,ctrl,0.600803248387083
g0461,ctrl,0.659847105535382
g0927,g0495,0.90592150173876
g0061,ctrl,0.798445868301619
g0109,g0787,0.0034877318284971
g0631,ctrl,0.581058961700204
g0062,ctrl,0.693988010843416
g0979,ctrl,0.0
g0780,ctrl,0.010425685019439
g0927,g0852,1.19982599290131
g0605,ctrl,0.0149424923075864
g0697,ctrl,0.433367580659729
g0681,g0751,0.0
g0301,g0139,0.0187081743872514
g0787,g0655,0.000420174611773
g0087,ctrl,0.793520163765951
g0109,ctrl,0.0
g0787,g0317,0.0
g0691,g0631,0.563384603062567
g0458,ctrl,1.01667214857357
g0345,g0552,0.0
g0924,g0034,0.0
g0698,g0062,0.0
g0805,g0062,0.0
g0924,ctrl,0.0
g0422,g0612,0.0
g0195,ctrl,0.0141335633325358
g0422,ctrl,0.0
g0022,g0228,0.493156747434367
g0707,g0157,0.0
g0510,ctrl,0.0099677227953201
g0843,ctrl,0.0015189034499242
g0691,g0631,0.0
g0147,ctrl,0.91105668397171
g0844,ctrl,0.0
g0534,ctrl,0.575194321249397
g0109,ctrl,0.0
g0681,ctrl,0.621928385088045
g0534,ctrl,0.0
g0200,g0605,0.0
g0304,ctrl,0.0001974479861927
g0379,ctrl,0.009165570955412
g0371,ctrl,0.0161064057694689
g0022,g0228,0.0
g0843,ctrl,0.0015404808977075
g0495,ctrl,0.0
g0805,g0013,0.874685441003857
g0698,g0062,0.0213327835100643
g0698,ctrl,0.0066395814917664
g0160,g0495,0.0
g0631,ctrl,0.0205127374563433
g0095,ctrl,0.0
g0691,g0631,0.499452114953994
g0974,ctrl,0.0
g0216,ctrl,0.0036181581172214
g0787,g0965,0.0
g0974,ctrl,0.960843043362039
g0076,ctrl,0.398295880364468
