p1,p2,exp
g0495,ctrl,1.34300983587619
g0261,g0760,0.011531214985645
g0232,ctrl,1.01630951015765
g0083,g0599,0.0
g0461,ctrl,0.986489686634605
g0160,g0495,0.606821289380315
g0276,ctrl,1.54818321088719
g0147,g0241,0.0
g0200,g0605,0.901407128513771
g0761,g0157,0.597333082414704
g0013,g0495,1.43244380130775
g0101,ctrl,0.697652776329379
g0422,g0013,1.2679417659741
g0927,g0805,0.722199835790704
g0873,ctrl,0.420399229648506
g0157,ctrl,0.922810310682824
g0083,ctrl,0.843102446351499
g0200,ctrl,1.37570604853587
g0564,ctrl,0.0088929235631327
g0400,ctrl,1.18544896126073
g0698,g0207,0.0
g0744,ctrl,0.0118440215407566
g0232,ctrl,0.9388631113017
g0924,g0034,0.0
g0707,g0157,1.03567360919502
g0262,ctrl,1.53768336178402
g0534,ctrl,0.608109107091722
g0638,ctrl,0.0105534442452401
g0491,ctrl,0.953301657142771
g0261,g0013,0.936140706088319
g0844,g0957,0.842131862670154
g0965,g0655,1.02195639263019
g0974,g0160,2.06813547138561
g0852,ctrl,1.1856183342047
g0852,ctrl,1.13902714366686
g0256,ctrl,0.870887092457183
g0787,g0317,1.38356535608132
g0534,g0612,0.002603153834903
g0022,ctrl,0.891187336917723
g0160,g0495,1.16971080165993
g0013,ctrl,0.507122765112221
g0534,g0612,1.00914820236257
g0109,ctrl,1.3740776180634
g0379,ctrl,1.39958852652347
g0301,g0139,0.643996235173794
g0301,g0612,1.21047623648234
g0301,ctrl,0.933393254952162
g0844,ctrl,1.11600801258815
g0301,ctrl,0.005574104288567
g0422,g0139,0.592955692086818
g0013,ctrl,1.2173439878519
g0186,g0228,1.19692604042814
g0422,g0612,1.37480158310261
g0510,ctrl,0.0206688143587159
g0195,ctrl,1.12704139881057
g0927,g0805,1.35381806091733
g0109,g0787,1.44274693719014
g0852,ctrl,1.91703899623983
g0147,ctrl,0.490155571680889
g0698,g0697,0.762724062295022
g0787,g0655,0.878708968973293
g0301,g0751,0.565634215121505
g0200,g0605,1.25312423325038
g0612,ctrl,0.353700638159885
g0317,g0655,0.596964369671821
g0186,g0868,0.489561161518679
g0698,g0062,0.883621495381946
g0844,ctrl,0.825810437062686
g0671,ctrl,0.913639743505976
g0083,g0633,1.39772439179863
