p1,p2,exp
g0495,ctrl,0.673450426425981
g0261,g0760,0.0
g0232,ctrl,0.010568158763543
g0083,g0599,0.0
g0461,ctrl,0.0036765899452615
g0160,g0495,0.0135175385730275
g0276,ctrl,0.0030808985919905
g0147,g0241,0.0025416023463106
g0200,g0605,0.0
g0761,g0157,0.0174550306212346
g0013,g0495,0.007755829163749
g0101,ctrl,0.0128983061347759
g0422,g0013,0.0038284648228984
g0927,g0805,0.0
g0873,ctrl,0.003464372537954
g0157,ctrl,0.0
g0083,ctrl,0.0
g0200,ctrl,0.009017013270848
g0564,ctrl,0.0
g0400,ctrl,0.0
g0698,g0207,0.0082786772522566
g0744,ctrl,0.0
g0232,ctrl,0.0
g0924,g0034,0.772592915621179
g0707,g0157,0.368298629529617
g0262,ctrl,0.0
g0534,ctrl,0.0031025778498213
g0638,ctrl,0.0043080671059005
g0491,ctrl,0.0
g0261,g0013,0.015569534578584
g0844,g0957,0.0
g0965,g0655,0.0
g0974,g0160,0.0
g0852,ctrl,0.0075376622348186
g0852,ctrl,0.0105439593451381
g0256,ctrl,0.0157867317581033
g0787,g0317,0.0001867757138796
g0534,g0612,0.0094162109016004
g0022,ctrl,0.0
g0160,g0495,0.553103847805353
g0013,ctrl,0.0
g0534,g0612,0.0148608472405205
g0109,ctrl,0.0
g0379,ctrl,0.0
g0301,g0139,0.0075883241071107
g0301,g0612,0.0
g0301,ctrl,0.557650998879312
g0844,ctrl,0.0
g0301,ctrl,0.0055571506639213
g0422,g0139,0.0
g0013,ctrl,0.005540612872417
g0186,g0228,0.0082291477893602
g0422,g0612,0.0045482861338375
g0510,ctrl,0.824030030625111
g0195,ctrl,0.0
g0927,g0805,0.0
g0109,g0787,0.0020304725988585
g0852,ctrl,0.0
g0147,ctrl,0.0083605839045976
g0698,g0697,0.0
g0787,g0655,0.0190784290002059
g0301,g0751,0.0
g0200,g0605,0.0
g0612,ctrl,0.0
g0317,g0655,0.0008983963191992
g0186,g0868,0.0114041195848822
g0698,g0062,0.87843565800483
g0844,ctrl,0.0
g0671,ctrl,0.0
g0083,g0633,0.0
g0787,g0655,0.0
g0256,ctrl,0.0
g0698,g0207,0.707243645164248
g0927,g0495,0.0002631038433038
g0301,g0139,0.0
g0564,ctrl,0.0021681362468621
g0200,ctrl,0.0
g0301,g0751,0.0
g0698,g0207,0.0
g0186,g0868,0.0019670874760249
g0417,ctrl,0.0
g0965,g0655,0.0094938392878647
g0534,g0612,0.0
g0285,ctrl,0.0
g0109,ctrl,0.0088035564276293
g0262,ctrl,0.0178200608899626
g0805,g0780,0.0
g0085,ctrl,0.0125210486366949
g0232,ctrl,0.0012461876314807
