p1,p2,exp
g0495,ctrl,4.03080826790146
g0261,g0760,4.27718392911928
g0232,ctrl,4.25474390175822
g0083,g0599,4.39448601021794
g0461,ctrl,4.48524874176168
g0160,g0495,4.39999325562829
g0276,ctrl,3.79857656590646
g0147,g0241,4.03218168808401
g0200,g0605,4.20693860037802
g0761,g0157,4.35728949025642
g0013,g0495,4.46558712481624
g0101,ctrl,4.52915950654602
g0422,g0013,4.0527976964499
g0927,g0805,4.30558224269592
g0873,ctrl,4.45000052648475
g0157,ctrl,4.53364150713536
g0083,ctrl,4.32216705486683
g0200,ctrl,4.35013105498662
g0564,ctrl,3.640472667408
g0400,ctrl,4.21182593186804
g0698,g0207,4.24699032324223
g0744,ctrl,4.33538836240472
g0232,ctrl,4.58160289504646
g0924,g0034,4.35805474689821
g0707,g0157,4.71563384710032
g0262,ctrl,4.42466688727464
g0534,ctrl,4.22122829464886
g0638,ctrl,4.51212894389354
g0491,ctrl,4.44474806820588
g0261,g0013,4.73819409523461
g0844,g0957,4.62932003603338
g0965,g0655,4.62561598856738
g0974,g0160,4.24710158380121
g0852,ctrl,3.80494890131847
g0852,ctrl,4.29936269640086
g0256,ctrl,4.43900208719472
g0787,g0317,4.3959163265722
g0534,g0612,4.39503488080186
g0022,ctrl,4.26691919809709
g0160,g0495,4.37261484983811
g0013,ctrl,4.29182189333834
g0534,g0612,4.53860419493927
g0109,ctrl,4.25532025965772
g0379,ctrl,3.8106430341649
g0301,g0139,4.48656537016822
g0301,g0612,4.73543239850191
g0301,ctrl,4.60893734208698
g0844,ctrl,4.22701631906684
g0301,ctrl,4.29303279854913
g0422,g0139,4.66982073242371
g0013,ctrl,4.42295364515641
g0186,g0228,4.49284952860136
g0422,g0612,4.57106851679965
g0510,ctrl,4.08660177314469
g0195,ctrl,4.30286705906062
g0927,g0805,4.34950665001954
g0109,g0787,4.8319101720223
g0852,ctrl,4.38817374808408
g0147,ctrl,3.09604175619923
g0698,g0697,4.57539996998205
g0787,g0655,4.30096236410394
g0301,g0751,4.42586375956666
g0200,g0605,4.05093006500339
g0612,ctrl,4.16072052335308
g0317,g0655,4.10427697350663
g0186,g0868,4.57143673813624
g0698,g0062,4.21137517425342
g0844,ctrl,4.53146854048041
g0671,ctrl,4.36097251697502
g0083,g0633,3.75306581358073
g0787,g0655,3.84404441102126
g0256,ctrl,4.45803375070578
g0698,g0207,4.40671404865559
g0927,g0495,4.37715671151004
g0301,g0139,4.31417015118376
g0564,ctrl,3.65654692742228
g0200,ctrl,3.75863938127695
g0301,g0751,4.47482107567529
g0698,g0207,4.66414057558151
g0186,g0868,4.42004293615172
g0417,ctrl,4.15063091084918
g0965,g0655,4.47459641252747
g0534,g0612,4.20402148299724
g0285,ctrl,4.31047211076047
g0109,ctrl,4.41152088010467
g0262,ctrl,4.19620498456791
g0805,g0780,4.34626038136628
g0085,ctrl,3.90394898273181
g0232,ctrl,4.02832274594061
g0147,ctrl,4.09003084763156
g0241,ctrl,4.36261177730084
g0147,g0241,4.16032710842103
g0698,g0207,4.1912504932743
g0200,ctrl,4.3357416153028
g0083,g0633,3.6406028736365
g0262,ctrl,4.23063647104238
g0698,g0207,4.27358674265107
g0681,ctrl,4.34812417538931
g0256,ctrl,4.33168131350209
g0371,ctrl,4.17635561092214
g0784,ctrl,4.04017034513128
g0691,g0631,4.01748323053052
g0787,ctrl,3.88217693091934
g0805,g0013,4.49045336939414
g0034,ctrl,4.7066845174121
g0379,ctrl,4.20702176879378
g0285,ctrl,4.19201753499176
g0261,g0160,4.43773837633455
g0922,g0061,4.35269830167561
g0195,ctrl,4.45155008392124
g0564,ctrl,4.37038047304832
g0520,g0257,4.68421440469775
g0696,ctrl,4.29513872612384
g0422,ctrl,4.25780699132416
g0927,g0805,4.29866107189635
g0022,g0228,4.06520226090654
g0552,ctrl,4.57548448496997
g0417,ctrl,4.22633779622656
g0261,ctrl,4.2614526184805
g0564,ctrl,4.00419729812441
g0773,g0379,3.48139009563244
g0761,g0707,4.39097775788672
g0160,g0241,3.82272414336497
g0109,ctrl,4.34015823736213
g0379,ctrl,3.77491405147113
g0186,g0216,4.25788055957904
g0301,g0744,4.42015266093335
g0761,g0157,4.53796564762305
g0884,ctrl,4.38879539806093
g0744,ctrl,4.06629729735042
g0612,ctrl,4.2894342948155
g0261,ctrl,4.52337044892255
g0638,ctrl,3.88988543925504
g0880,ctrl,3.98227317438387
g0681,g0751,4.05027752770498
g0147,g0160,4.18526642666834
g0844,g0957,4.56992449243444
g0927,g0780,4.37334433129755
g0751,ctrl,3.60069752070647
g0957,ctrl,4.58808494475446
g0510,ctrl,4.45870292011692
g0276,ctrl,4.54938564079112
g0965,ctrl,4.34453047216455
g0761,g0157,4.63601774246743
g0417,ctrl,4.26970314502192
g0835,ctrl,4.22870797420318
g0422,g0139,4.41404398124779
g0927,g0852,4.37084079930609
g0696,ctrl,4.52842566661901
g0345,ctrl,4.46992443152801
g0520,g0257,4.47612999791216
g0200,ctrl,4.30979293277483
g0927,ctrl,4.33654692445297
g0852,g0422,4.37513121933961
g0927,g0805,4.08586094555634
g0345,g0552,4.38893611374289
g0022,g0228,3.96919503951728
g0186,g0228,4.32764969787644
g0852,g0034,4.57265917061947
g0136,ctrl,4.25793721445622
g0022,g0228,4.27179714191553
g0013,g0495,4.21999278311166
g0957,ctrl,4.63028093452121
g0037,g0186,4.54508739422896
g0805,g0780,4.64961319271975
g0062,ctrl,4.11052369753028
g0922,g0061,4.27222684424808
g0671,g0784,4.54943863530206
g0200,g0605,4.16196082715397
g0520,ctrl,4.38806144453619
g0520,g0257,4.38338894955543
g0698,ctrl,4.40168411021442
g0691,g0631,4.24722808872221
g0691,ctrl,4.49270738584088
g0852,ctrl,4.4247098102507
g0698,g0207,4.45388689191075
g0927,g0780,4.4052981186108
