p1,p2,exp
g0495,ctrl,1.0646286001509
g0261,g0760,1.92469427698688
g0232,ctrl,2.1667492224259
g0083,g0599,1.08537460099638
g0461,ctrl,0.742728361976735
g0160,g0495,2.22863950352283
g0276,ctrl,0.0077529879433875
g0147,g0241,2.50565052390634
g0200,g0605,1.36588053235482
g0761,g0157,0.962299093741373
g0013,g0495,1.24056934602325
g0101,ctrl,1.09700900796862
g0422,g0013,0.0045674164091179
g0927,g0805,0.0072624069851543
g0873,ctrl,0.416626281095814
g0157,ctrl,0.0
g0083,ctrl,1.39168292374861
g0200,ctrl,1.38646208406753
g0564,ctrl,0.0124341674621181
g0400,ctrl,0.0
g0698,g0207,0.997222247746268
g0744,ctrl,0.401218720031413
g0232,ctrl,0.962771196047813
g0924,g0034,0.764947237370716
g0707,g0157,0.0
g0262,ctrl,0.0
g0534,ctrl,0.0248039801060388
g0638,ctrl,0.0
g0491,ctrl,0.0073430889809227
g0261,g0013,0.816257866897295
g0844,g0957,0.0019601059976214
g0965,g0655,1.63862589612546
g0974,g0160,0.598613131608033
g0852,ctrl,1.40877460440399
g0852,ctrl,0.953648931586869
g0256,ctrl,1.63112645927995
g0787,g0317,0.793428742925216
g0534,g0612,0.0146225529350026
g0022,ctrl,1.33716757373519
g0160,g0495,2.22401449916658
g0013,ctrl,0.526401568533427
g0534,g0612,1.27363212607042
g0109,ctrl,0.0
g0379,ctrl,0.0062228227761933
g0301,g0139,1.03153449003569
g0301,g0612,0.0197905707715016
g0301,ctrl,0.0005579761194359
g0844,ctrl,0.419314099474707
g0301,ctrl,0.0036584377787439
g0422,g0139,1.41624856349165
g0013,ctrl,0.88200353166051
g0186,g0228,0.636150285071646
g0422,g0612,1.01951960330061
g0510,ctrl,1.27325135767956
g0195,ctrl,1.53928634148545
g0927,g0805,0.524195739044662
g0109,g0787,0.609913310153128
g0852,ctrl,0.880035168062492
g0147,ctrl,1.6769457784711
g0698,g0697,0.986903321359714
g0787,g0655,0.0
g0301,g0751,1.16852666901966
g0200,g0605,0.967621014990662
g0612,ctrl,1.02271084854705
g0317,g0655,0.591286947380671
g0186,g0868,1.03195996081618
g0698,g0062,0.881982811443604
g0844,ctrl,0.853572112524855
g0671,ctrl,0.0
g0083,g0633,0.932266099377106
g0787,g0655,1.37508446510399
g0256,ctrl,0.514680370704138
g0698,g0207,1.13207741142443
g0927,g0495,0.0
g0301,g0139,0.013929826844603
g0564,ctrl,0.002824094944487
g0200,ctrl,0.662761082630155
g0301,g0751,0.92355745443107
g0698,g0207,1.28104027350965
g0186,g0868,0.797590081223038
g0417,ctrl,0.998110344339717
g0965,g0655,1.21697562925502
g0534,g0612,0.0
