p1,p2,exp
g0495,ctrl,0.6521509398771
g0261,g0760,0.0077809889503479
g0232,ctrl,1.01100460272411
g0083,g0599,0.0
g0461,ctrl,0.989539584824453
g0160,g0495,1.24673125332635
g0276,ctrl,1.26000333903475
g0147,g0241,0.0074973688388728
g0200,g0605,0.886557592383382
g0761,g0157,0.0
g0013,g0495,0.972103455938092
g0101,ctrl,0.0
g0422,g0013,0.50952776169837
g0927,g0805,0.0074425370029932
g0873,ctrl,0.408181780567109
g0157,ctrl,1.39709660355012
g0083,ctrl,1.14365198510438
g0200,ctrl,0.0045632972006577
g0564,ctrl,1.13438465552241
g0400,ctrl,1.37509498495315
g0698,g0207,1.21992549298096
g0744,ctrl,1.06214752313705
g0232,ctrl,0.0062549801467386
g0924,g0034,0.752233258113292
g0707,g0157,0.014549055024957
g0262,ctrl,2.13782014724095
g0534,ctrl,1.23022961042441
g0638,ctrl,0.0
g0491,ctrl,0.580378532580889
g0261,g0013,1.1652639021432
g0844,g0957,0.827883127163315
g0965,g0655,0.0210467766328207
g0974,g0160,0.812298136650113
g0852,ctrl,0.587012468923462
g0852,ctrl,1.13719266313053
g0256,ctrl,1.31435996457047
g0787,g0317,0.0050660958319983
g0534,g0612,0.0
g0022,ctrl,0.547810611921862
g0160,g0495,0.542584840469088
g0013,ctrl,0.0
g0534,g0612,0.0
g0109,ctrl,1.09273934805173
g0379,ctrl,0.0083415068373655
g0301,g0139,0.658930230357742
g0301,g0612,0.451544698303318
g0301,ctrl,0.914322996254139
g0844,ctrl,0.696259580381656
g0301,ctrl,0.692139248492609
g0422,g0139,0.575184646073905
g0013,ctrl,1.08649220957084
g0186,g0228,1.04898732115917
g0422,g0612,0.460032426820128
g0510,ctrl,0.002780268608111
g0195,ctrl,0.419806376634715
g0927,g0805,0.54604947090608
g0109,g0787,1.2223909627837
g0852,ctrl,1.65492100163634
g0147,ctrl,0.0007698328944804
g0698,g0697,1.17516646425891
g0787,g0655,0.0
g0301,g0751,0.548755521903866
g0200,g0605,0.592975685217847
g0612,ctrl,0.63886854143604
g0317,g0655,0.974329476704777
g0186,g0868,0.46627514844918
g0698,g0062,1.32565774726793
g0844,ctrl,0.850038247890939
g0671,ctrl,0.58365982924014
g0083,g0633,0.00409559818745
g0787,g0655,0.89931760146106
g0256,ctrl,0.518401428678345
g0698,g0207,0.712657633499676
g0927,g0495,0.964848704945993
g0301,g0139,1.0129256599108
g0564,ctrl,1.41648030128186
g0200,ctrl,0.0
g0301,g0751,0.698895294994693
g0698,g0207,0.500579973287292
g0186,g0868,0.0050706872734592
g0417,ctrl,0.0
g0965,g0655,0.582322937930973
g0534,g0612,0.511234036548427
g0285,ctrl,0.982317035380257
g0109,ctrl,1.14773373165856
g0262,ctrl,1.31959131538076
g0805,g0780,0.495988512328765
g0085,ctrl,0.708996888003641
g0232,ctrl,0.966102641381085
g0147,ctrl,1.03937673211486
g0241,ctrl,1.35821190217311
g0147,g0241,0.0
g0698,g0207,1.2306042375189
g0200,ctrl,0.0
g0083,g0633,0.0
g0262,ctrl,1.05324003218253
g0698,g0207,0.0
g0681,ctrl,1.10674785762225
g0256,ctrl,1.31784756964016
g0371,ctrl,0.461365456327534
g0784,ctrl,1.60429174097694
g0691,g0631,0.514655676586436
g0787,ctrl,0.972653795035757
g0805,g0013,1.0813176334731
g0034,ctrl,1.0695202631256
g0379,ctrl,0.0
g0285,ctrl,0.000281124748053
g0261,g0160,0.0140918671107997
g0922,g0061,0.450015436841827
g0195,ctrl,0.0072569412716338
g0564,ctrl,1.02857157641576
g0520,g0257,0.492061988136519
g0696,ctrl,0.0
g0422,ctrl,0.0
g0927,g0805,0.841786381759031
g0022,g0228,1.16001266263783
g0552,ctrl,0.89794992639327
g0417,ctrl,1.58827343242105
g0261,ctrl,0.544034175692369
g0564,ctrl,1.09789306231181
g0773,g0379,0.0040552407672335
g0761,g0707,0.949707255849451
g0160,g0241,0.799085281481856
g0109,ctrl,1.54464986367172
g0379,ctrl,0.99850830940687
g0186,g0216,0.980411576316189
g0301,g0744,0.0032548349180973
g0761,g0157,0.611860757878836
g0884,ctrl,0.868447804579501
g0744,ctrl,0.737424099243284
g0612,ctrl,0.0
g0261,ctrl,0.825248772979892
g0638,ctrl,0.717079036163875
g0880,ctrl,0.0030163777220407
g0681,g0751,0.686561953464428
g0147,g0160,0.0
g0844,g0957,1.05951684377409
g0927,g0780,1.3851059570528
g0751,ctrl,1.24865477021053
g0957,ctrl,1.49874305958131
g0510,ctrl,0.615774262845356
g0276,ctrl,0.920139945727426
g0965,ctrl,1.08914207973743
g0761,g0157,0.651368017074049
g0417,ctrl,1.40642313774361
g0835,ctrl,1.05616991974923
g0422,g0139,0.0151915646530606
g0927,g0852,1.22946969616074
g0696,ctrl,0.558191129775815
g0345,ctrl,0.653729707061474
g0520,g0257,0.0073219413823371
g0200,ctrl,0.0
g0927,ctrl,0.919077713812834
g0852,g0422,0.0281648943799096
g0927,g0805,1.17096596250328
g0345,g0552,0.591866155858857
g0022,g0228,0.0007939008056508
g0186,g0228,0.42026644892277
g0852,g0034,0.0028028113928322
g0136,ctrl,1.00444057733669
g0022,g0228,0.567510110043127
