p1,p2,exp
g0495,ctrl,0.0098013102086447
g0261,g0760,1.57589682397427
g0232,ctrl,0.454497583351664
g0083,g0599,0.0
g0461,ctrl,0.012282266591341
g0160,g0495,1.45081032331173
g0276,ctrl,0.805455691405432
g0147,g0241,0.0062945740093766
g0200,g0605,0.911324913301246
g0761,g0157,0.606011584037779
g0013,g0495,0.593350728957466
g0101,ctrl,1.59336065401388
g0422,g0013,0.500668463570048
g0927,g0805,1.41220547517602
g0873,ctrl,1.40335205188389
g0157,ctrl,1.95565836428254
g0083,ctrl,0.995698191483959
g0200,ctrl,1.38057421450615
g0564,ctrl,0.0176149283246645
g0400,ctrl,1.38137488272299
g0698,g0207,1.21563442859617
g0744,ctrl,0.382287438404969
g0232,ctrl,0.951190572908634
g0924,g0034,0.78297853218214
g0707,g0157,0.354172622029148
g0262,ctrl,0.0144556476204127
g0534,ctrl,1.47766209647188
g0638,ctrl,0.671468937578445
g0491,ctrl,0.588074624108133
g0261,g0013,0.666107322221918
g0844,g0957,0.0026816786411455
g0965,g0655,0.772413279039548
g0974,g0160,0.630603013277668
g0852,ctrl,0.94052856124092
g0852,ctrl,1.29322191370012
g0256,ctrl,0.860824901579114
g0787,g0317,0.484501467530911
g0534,g0612,1.30889762154914
g0022,ctrl,0.536404500126526
g0160,g0495,0.555546268464231
g0013,ctrl,0.508680523521655
g0534,g0612,0.625134616638342
g0109,ctrl,0.708601568818211
g0379,ctrl,0.0
g0301,g0139,0.644453362200433
g0301,g0612,0.795100457629416
g0301,ctrl,0.007473792146032
g0844,ctrl,1.40039928336336
g0301,ctrl,0.691471418320581
g0422,g0139,0.586953141260873
g0013,ctrl,0.899724582441582
g0186,g0228,0.843571788945831
g0422,g0612,1.20155085083378
g0510,ctrl,0.817580184312018
g0195,ctrl,1.14340253421539
g0927,g0805,1.52633568447649
g0109,g0787,1.23377763634748
g0852,ctrl,0.900379755037623
g0147,ctrl,0.0058432753937302
g0698,g0697,0.985505552607794
g0787,g0655,0.89096520727871
g0301,g0751,1.1740452645774
g0200,g0605,0.977678166363775
g0612,ctrl,1.15467259417822
g0317,g0655,0.984811638060688
g0186,g0868,0.4804140371829
g0698,g0062,1.34452099334312
g0844,ctrl,0.0
g0671,ctrl,0.959658770197426
g0083,g0633,1.19910977580312
g0787,g0655,0.8899846266037
g0256,ctrl,0.860337125621123
g0698,g0207,0.0
g0927,g0495,0.978926026860243
g0301,g0139,0.0
g0564,ctrl,1.11924631067751
g0200,ctrl,0.664500007750095
g0301,g0751,0.0046877737591062
g0698,g0207,0.50604270017652
g0186,g0868,0.800243619494042
g0417,ctrl,1.46673919035005
g0965,g0655,0.576534107899413
g0534,g0612,0.0
g0285,ctrl,0.605736377074101
g0109,ctrl,0.418824225230641
g0262,ctrl,1.53839079994175
g0805,g0780,0.510494110678735
g0085,ctrl,1.15241662246282
g0232,ctrl,0.968369531580855
g0147,ctrl,1.24293763658915
g0241,ctrl,1.8190117260469
g0147,g0241,1.2796388013734
g0698,g0207,0.002201072950671
g0200,ctrl,1.19210690455014
g0083,g0633,0.691944148844309
g0262,ctrl,0.940588894486896
g0698,g0207,1.15035488431935
g0681,ctrl,0.533897057836177
g0256,ctrl,0.868307178223743
g0371,ctrl,0.7902453466799
g0784,ctrl,1.41789878126841
g0691,g0631,0.824977118369037
g0787,ctrl,0.977418200974965
g0805,g0013,0.0
g0034,ctrl,0.478134675560481
g0379,ctrl,0.700722996719305
g0285,ctrl,0.732844223840433
g0261,g0160,1.04468844084147
g0922,g0061,0.783482431293295
g0195,ctrl,0.860380405994079
g0564,ctrl,0.0
g0520,g0257,1.06054275647561
g0696,ctrl,0.464472986099014
g0422,ctrl,0.396850022089955
g0927,g0805,0.0
g0022,g0228,0.568594383524063
g0552,ctrl,0.532902698438312
g0417,ctrl,0.697332954299357
g0261,ctrl,1.37400935833084
g0564,ctrl,1.07253334808519
g0773,g0379,1.21633474547812
g0761,g0707,0.955616823576534
g0160,g0241,0.799796772872578
g0109,ctrl,1.57302802127509
g0379,ctrl,1.03468422677392
g0186,g0216,1.25676108546103
g0301,g0744,0.0060372312372069
g0761,g0157,1.23201823401023
g0884,ctrl,0.88246536715613
g0744,ctrl,0.725809631959322
g0612,ctrl,1.94662248190865
g0261,ctrl,1.60844754549392
g0638,ctrl,1.11142256229337
g0880,ctrl,1.18497321261476
g0681,g0751,1.06917248785457
g0147,g0160,1.61010958249856
g0844,g0957,1.05060555108818
g0927,g0780,1.54833802361886
g0751,ctrl,0.814178738361399
g0957,ctrl,1.12273618080601
g0510,ctrl,1.93272920696895
g0276,ctrl,0.552364028172811
g0965,ctrl,0.015727069382732
g0761,g0157,1.03708146990496
g0417,ctrl,0.0084869995508912
g0835,ctrl,0.0
g0422,g0139,0.0
g0927,g0852,0.0
g0696,ctrl,1.12819754303085
g0345,ctrl,1.02089216259599
g0520,g0257,0.637713497230685
g0200,ctrl,0.873265889058792
g0927,ctrl,1.1677050491299
g0852,g0422,0.0
g0927,g0805,0.0
g0345,g0552,1.19784675175765
g0022,g0228,1.77606375358244
g0186,g0228,0.411114815606677
