p1,p2,exp
g0495,ctrl,0.0042126402727459
g0261,g0760,0.0
g0232,ctrl,0.782789355145583
g0083,g0599,3.24010975331851
g0461,ctrl,0.751977377869993
g0160,g0495,0.0064590880008891
g0276,ctrl,0.47435796162347
g0147,g0241,0.0
g0200,g0605,2.42092755242862
g0761,g0157,1.24173855981098
g0013,g0495,0.0
g0101,ctrl,0.685945302323787
g0422,g0013,1.26821448159854
g0927,g0805,0.702702039644651
g0873,ctrl,1.11872308102972
g0157,ctrl,0.0
g0083,ctrl,1.82235917753015
g0200,ctrl,3.14077051657565
g0564,ctrl,2.42150742979312
g0400,ctrl,0.559569112413989
g0698,g0207,1.51739130773906
g0744,ctrl,1.2195103511965
g0232,ctrl,0.582341955450994
g0924,g0034,0.0118756777504789
g0707,g0157,1.80108760824349
g0262,ctrl,0.0
g0534,ctrl,1.46497130905516
g0638,ctrl,1.05934829788966
g0491,ctrl,0.0
g0261,g0013,0.668251623179636
g0844,g0957,0.0208227420053774
g0965,g0655,1.39108828725503
g0974,g0160,1.81920111038076
g0852,ctrl,0.928203436795234
g0852,ctrl,0.0123223928576809
g0256,ctrl,0.524818258957984
g0787,g0317,1.22794520134949
g0534,g0612,1.01923663595153
g0022,ctrl,0.556589689920209
g0160,g0495,0.007375280748761
g0013,ctrl,1.11992472944762
g0534,g0612,0.633896179707234
g0109,ctrl,0.702043837371264
g0379,ctrl,0.0075757393016415
g0301,g0139,2.21924813094487
g0301,g0612,0.45863378221854
g0301,ctrl,1.38834622234032
g0844,ctrl,0.416100699911913
g0301,ctrl,1.60806901460791
g0422,g0139,0.939733480302353
g0013,ctrl,1.23900535710209
g0186,g0228,1.34307699692404
g0422,g0612,0.0081658633345394
g0510,ctrl,0.8420271121732
g0195,ctrl,1.11923250469946
g0927,g0805,1.67403821057419
g0109,g0787,0.0
g0852,ctrl,0.0
g0147,ctrl,1.06768904374071
g0698,g0697,0.452667450764028
g0787,g0655,0.85909418703942
g0301,g0751,0.908276193390312
g0200,g0605,0.598717005218827
g0612,ctrl,2.38611565190867
g0317,g0655,0.011755298379489
